,Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime
454,Mon 06:54:21 AM,49.5199,10.5752,↖ 326°,430.0,495.0,"31,450",1000.0,FlightAware ADS-B (QEF / EDFE),Arrivals,DLH2304,2025-03-24 13:04:30
455,Mon 06:54:51 AM,49.5691,10.5236,↖ 326°,436.0,502.0,"31,925",1000.0,FlightAware ADS-B (EDEG),Arrivals,DLH2304,2025-03-24 13:04:30
456,Mon 06:55:21 AM,49.6192,10.4711,↖ 326°,439.0,505.0,"32,450",1000.0,FlightAware ADS-B (EDMG),Arrivals,DLH2304,2025-03-24 13:04:30
457,Mon 06:55:51 AM,49.6685,10.419,↖ 326°,434.0,499.0,"32,925",973.0,FlightAware ADS-B (STR / EDDS),Arrivals,DLH2304,2025-03-24 13:04:30
458,Mon 06:56:35 AM,49.742,10.3412,↖ 325°,437.0,503.0,"33,650",851.0,FlightAware ADS-B (EDEN),Arrivals,DLH2304,2025-03-24 13:04:30
459,Mon 06:57:05 AM,49.7908,10.2896,↖ 326°,434.0,499.0,"33,975",350.0,FlightAware ADS-B (NUE / EDDN),Arrivals,DLH2304,2025-03-24 13:04:30
460,Mon 06:57:35 AM,49.8413,10.236,↖ 326°,433.0,498.0,"34,000",25.0,FlightAware ADS-B (EDFW),Arrivals,DLH2304,2025-03-24 13:04:30
461,Mon 06:58:05 AM,49.891,10.1831,↖ 325°,438.0,504.0,"34,000",,FlightAware ADS-B (EDEB),Arrivals,DLH2304,2025-03-24 13:04:30
462,Mon 06:58:35 AM,49.9389,10.1319,↖ 326°,439.0,505.0,"34,000",,FlightAware ADS-B (CGN / EDDK),Arrivals,DLH2304,2025-03-24 13:04:30
463,Mon 06:59:05 AM,49.9915,10.0757,↖ 325°,442.0,509.0,"34,000",25.0,FlightAware ADS-B (CGN / EDDK),Arrivals,DLH2304,2025-03-24 13:04:30
464,Mon 06:59:35 AM,50.0416,10.0219,↖ 325°,443.0,510.0,"34,025",50.0,FlightAware ADS-B (EDXI),Arrivals,DLH2304,2025-03-24 13:04:30
465,Mon 07:00:05 AM,50.0938,9.9658,↖ 325°,443.0,510.0,"34,050",,FlightAware ADS-B (ETSE),Arrivals,DLH2304,2025-03-24 13:04:30
466,Mon 07:00:35 AM,50.142,9.9136,↖ 325°,443.0,510.0,"34,025",-50.0,FlightAware ADS-B (NUE / EDDN),Arrivals,DLH2304,2025-03-24 13:04:30
467,Mon 07:01:05 AM,50.1933,9.8582,↖ 325°,444.0,511.0,"34,000",-25.0,FlightAware ADS-B (NUE / EDDN),Arrivals,DLH2304,2025-03-24 13:04:30
468,Mon 07:01:35 AM,50.2445,9.8027,↖ 325°,444.0,511.0,"34,000",25.0,FlightAware ADS-B (ETND),Arrivals,DLH2304,2025-03-24 13:04:30
469,Mon 07:02:05 AM,50.2942,9.7487,↖ 325°,443.0,510.0,"34,025",25.0,FlightAware ADS-B (EDFJ),Arrivals,DLH2304,2025-03-24 13:04:30
470,Mon 07:02:35 AM,50.3436,9.6948,↖ 325°,442.0,509.0,"34,025",-25.0,FlightAware ADS-B (EDRA),Arrivals,DLH2304,2025-03-24 13:04:30
471,Mon 07:03:05 AM,50.3935,9.6402,↖ 325°,439.0,505.0,"34,000",350.0,FlightAware ADS-B (EDEG),Arrivals,DLH2304,2025-03-24 13:04:30
472,Mon 07:03:35 AM,50.4428,9.5862,↖ 325°,440.0,506.0,"34,375",804.0,FlightAware ADS-B (EDEN),Arrivals,DLH2304,2025-03-24 13:04:30
473,Mon 07:04:01 AM,50.4872,9.5376,↖ 325°,444.0,511.0,"34,750",1071.0,FlightAware ADS-B (EDFO),Arrivals,DLH2304,2025-03-24 13:04:30
474,Mon 07:04:31 AM,50.5378,9.4817,↖ 325°,441.0,507.0,"35,375",1050.0,FlightAware ADS-B (EDKB),Arrivals,DLH2304,2025-03-24 13:04:30
475,Mon 07:05:01 AM,50.5873,9.4269,↖ 325°,443.0,510.0,"35,800",1300.0,FlightAware ADS-B (EDEB),Arrivals,DLH2304,2025-03-24 13:04:30
476,Mon 07:05:31 AM,50.6388,9.37,↖ 325°,434.0,499.0,"36,675",1475.0,FlightAware ADS-B (EDFB),Arrivals,DLH2304,2025-03-24 13:04:30
477,Mon 07:06:01 AM,50.6878,9.3155,↖ 325°,430.0,495.0,"37,275",1100.0,FlightAware ADS-B (FRA / EDDF),Arrivals,DLH2304,2025-03-24 13:04:30
478,Mon 07:06:31 AM,50.7364,9.2615,↖ 325°,427.0,491.0,"37,775",725.0,FlightAware ADS-B (EDKN),Arrivals,DLH2304,2025-03-24 13:04:30
479,Mon 07:07:01 AM,50.7817,9.211,↖ 325°,430.0,495.0,"38,000",225.0,FlightAware ADS-B (HHN / EDFH),Arrivals,DLH2304,2025-03-24 13:04:30
480,Mon 07:07:31 AM,50.8327,9.154,↖ 325°,440.0,506.0,"38,000",,FlightAware ADS-B (ENS / EHTW),Arrivals,DLH2304,2025-03-24 13:04:30
481,Mon 07:08:01 AM,50.8838,9.0965,↖ 325°,444.0,511.0,"38,000",,FlightAware ADS-B (EDTQ),Arrivals,DLH2304,2025-03-24 13:04:30
482,Mon 07:08:30 AM,50.9299,9.0424,↖ 321°,444.0,511.0,"38,000",,FlightAware ADS-B (PAD / EDLP),Arrivals,DLH2304,2025-03-24 13:04:30
483,Mon 07:08:47 AM,50.9552,9.007,↖ 317°,444.0,511.0,"38,000",,FlightAware ADS-B (BWE / EDVE),Arrivals,DLH2304,2025-03-24 13:04:30
484,Mon 07:09:05 AM,50.982,8.9655,↖ 316°,444.0,511.0,"38,000",,FlightAware ADS-B (CGN / EDDK),Arrivals,DLH2304,2025-03-24 13:04:30
485,Mon 07:09:33 AM,51.0237,8.901,↖ 316°,448.0,516.0,"38,000",31.0,FlightAware ADS-B (EDCO),Arrivals,DLH2304,2025-03-24 13:04:30
486,Mon 07:09:54 AM,51.0541,8.854,↖ 317°,449.0,517.0,"38,025",59.0,FlightAware ADS-B (DUS / EDDL),Arrivals,DLH2304,2025-03-24 13:04:30
487,Mon 07:10:24 AM,51.098,8.7858,↖ 316°,450.0,518.0,"38,050",,FlightAware ADS-B (CGN / EDDK),Arrivals,DLH2304,2025-03-24 13:04:30
488,Mon 07:10:54 AM,51.1415,8.7175,← 315°,451.0,519.0,"38,025",-25.0,FlightAware ADS-B (ZNO / EDVM),Arrivals,DLH2304,2025-03-24 13:04:30
489,Mon 07:11:24 AM,51.1876,8.6455,↖ 316°,452.0,520.0,"38,025",-25.0,FlightAware ADS-B (ENS / EHTW),Arrivals,DLH2304,2025-03-24 13:04:30
490,Mon 07:11:54 AM,51.2314,8.5766,← 315°,453.0,521.0,"38,000",,FlightAware ADS-B (EDFV),Arrivals,DLH2304,2025-03-24 13:04:30
491,Mon 07:12:24 AM,51.277,8.5049,← 315°,453.0,521.0,"38,025",58.0,FlightAware ADS-B (EDXI),Arrivals,DLH2304,2025-03-24 13:04:30
492,Mon 07:12:46 AM,51.3097,8.4534,← 315°,450.0,518.0,"38,050",29.0,FlightAware ADS-B (BWE / EDVE),Arrivals,DLH2304,2025-03-24 13:04:30
493,Mon 07:13:16 AM,51.3543,8.3828,← 315°,448.0,516.0,"38,050",-25.0,FlightAware ADS-B (ETHE),Arrivals,DLH2304,2025-03-24 13:04:30
494,Mon 07:13:46 AM,51.3987,8.3121,← 315°,446.0,513.0,"38,025",-50.0,FlightAware ADS-B (QEF / EDFE),Arrivals,DLH2304,2025-03-24 13:04:30
495,Mon 07:14:16 AM,51.4414,8.2438,← 315°,443.0,510.0,"38,000",-25.0,FlightAware ADS-B (EHTE),Arrivals,DLH2304,2025-03-24 13:04:30
496,Mon 07:14:46 AM,51.4838,8.1764,← 315°,441.0,507.0,"38,000",,FlightAware ADS-B (EDEP),Arrivals,DLH2304,2025-03-24 13:04:30
497,Mon 07:15:16 AM,51.5277,8.106,← 315°,438.0,504.0,"38,000",-25.0,FlightAware ADS-B (RTM / EHRD),Arrivals,DLH2304,2025-03-24 13:04:30
498,Mon 07:15:46 AM,51.5723,8.0342,← 315°,436.0,502.0,"37,975",-25.0,FlightAware ADS-B (HAM / EDDH),Arrivals,DLH2304,2025-03-24 13:04:30
499,Mon 07:16:16 AM,51.6125,7.9695,← 315°,435.0,501.0,"37,975",-553.0,FlightAware ADS-B (ENS / EHTW),Arrivals,DLH2304,2025-03-24 13:04:30
500,Mon 07:16:43 AM,51.6501,7.9084,← 315°,431.0,496.0,"37,450",-1342.0,FlightAware ADS-B (EDBM),Arrivals,DLH2304,2025-03-24 13:04:30
501,Mon 07:17:13 AM,51.6935,7.8379,← 315°,434.0,499.0,"36,700",-1525.0,FlightAware ADS-B (SGE / EDGS),Arrivals,DLH2304,2025-03-24 13:04:30
502,Mon 07:17:43 AM,51.7353,7.7704,← 315°,428.0,493.0,"35,925",-1500.0,FlightAware ADS-B (EBGB),Arrivals,DLH2304,2025-03-24 13:04:30
503,Mon 07:18:13 AM,51.7766,7.7032,← 315°,426.0,490.0,"35,200",-1469.0,FlightAware ADS-B (EHDL),Arrivals,DLH2304,2025-03-24 13:04:30
504,Mon 07:18:32 AM,51.8019,7.6619,← 315°,426.0,490.0,"34,725",-1625.0,FlightAware ADS-B (EDLH),Arrivals,DLH2304,2025-03-24 13:04:30
505,Mon 07:18:49 AM,51.8285,7.6186,← 315°,426.0,490.0,"34,225",-1533.0,FlightAware ADS-B,Arrivals,DLH2304,2025-03-24 13:04:30
506,Mon 07:19:17 AM,51.8643,7.56,← 314°,427.0,491.0,"33,575",-1542.0,FlightAware ADS-B (ETNT),Arrivals,DLH2304,2025-03-24 13:04:30
507,Mon 07:20:01 AM,51.9271,7.457,← 315°,436.0,502.0,"32,375",-1581.0,FlightAware ADS-B (EHTE),Arrivals,DLH2304,2025-03-24 13:04:30
508,Mon 07:20:31 AM,51.9684,7.3885,← 314°,431.0,496.0,"31,625",-1450.0,FlightAware ADS-B (BWE / EDVE),Arrivals,DLH2304,2025-03-24 13:04:30
509,Mon 07:21:01 AM,52.0103,7.3192,← 314°,427.0,491.0,"30,925",-1224.0,FlightAware ADS-B (ETWM),Arrivals,DLH2304,2025-03-24 13:04:30
510,Mon 07:21:20 AM,52.0378,7.2736,← 314°,425.0,489.0,"30,625",-980.0,FlightAware ADS-B (DTM / EDLW),Arrivals,DLH2304,2025-03-24 13:04:30
511,Mon 07:21:50 AM,52.0766,7.2091,← 314°,421.0,484.0,"30,125",-1520.0,FlightAware ADS-B (BWE / EDVE),Arrivals,DLH2304,2025-03-24 13:04:30
512,Mon 07:22:34 AM,52.1352,7.1111,← 314°,411.0,473.0,"28,750",-1907.0,FlightAware ADS-B (RTM / EHRD),Arrivals,DLH2304,2025-03-24 13:04:30
513,Mon 07:23:11 AM,52.1836,7.0296,← 313°,401.0,461.0,"27,550",-1981.0,FlightAware ADS-B (GRQ / EHGG),Arrivals,DLH2304,2025-03-24 13:04:30
514,Mon 07:23:27 AM,52.203,6.9899,← 306°,399.0,459.0,"27,000",-1969.0,FlightAware ADS-B (EBCV),Arrivals,DLH2304,2025-03-24 13:04:30
515,Mon 07:23:43 AM,52.2179,6.9503,← 299°,398.0,458.0,"26,500",-1895.0,FlightAware ADS-B (ETWM),Arrivals,DLH2304,2025-03-24 13:04:30
516,Mon 07:24:05 AM,52.2338,6.8913,← 291°,400.0,460.0,"25,800",-1904.0,FlightAware ADS-B (KEL / EDHK),Arrivals,DLH2304,2025-03-24 13:04:30
517,Mon 07:24:35 AM,52.2523,6.806,← 290°,393.0,452.0,"24,850",-1953.0,FlightAware ADS-B (DTM / EDLW),Arrivals,DLH2304,2025-03-24 13:04:30
518,Mon 07:24:58 AM,52.266,6.7427,← 290°,387.0,445.0,"24,075",-1945.0,FlightAware ADS-B (EDXI),Arrivals,DLH2304,2025-03-24 13:04:30
519,Mon 07:25:39 AM,52.2902,6.6303,← 289°,381.0,438.0,"22,775",-1938.0,FlightAware ADS-B (EDLB),Arrivals,DLH2304,2025-03-24 13:04:30
520,Mon 07:26:10 AM,52.3075,6.5494,← 289°,375.0,432.0,"21,750",-1918.0,FlightAware ADS-B (GRQ / EHGG),Arrivals,DLH2304,2025-03-24 13:04:30
521,Mon 07:26:40 AM,52.3243,6.4701,← 289°,368.0,423.0,"20,825",-1925.0,FlightAware ADS-B (LEY / EHLE),Arrivals,DLH2304,2025-03-24 13:04:30
522,Mon 07:27:10 AM,52.3414,6.3897,← 289°,364.0,419.0,"19,825",-2000.0,FlightAware ADS-B (LEY / EHLE),Arrivals,DLH2304,2025-03-24 13:04:30
523,Mon 07:27:40 AM,52.3575,6.3133,← 289°,361.0,415.0,"18,825",-1991.0,FlightAware ADS-B (EHTL),Arrivals,DLH2304,2025-03-24 13:04:30
524,Mon 07:28:08 AM,52.3727,6.241,← 289°,356.0,410.0,"17,900",-1900.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
525,Mon 07:28:25 AM,52.3816,6.1983,← 290°,352.0,405.0,"17,400",-1947.0,FlightAware ADS-B (EHDB),Arrivals,DLH2304,2025-03-24 13:04:30
526,Mon 07:28:55 AM,52.3972,6.1234,← 289°,348.0,400.0,"16,375",-1962.0,FlightAware ADS-B (RTM / EHRD),Arrivals,DLH2304,2025-03-24 13:04:30
527,Mon 07:29:17 AM,52.4084,6.0701,← 289°,345.0,397.0,"15,700",-1967.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
528,Mon 07:29:56 AM,52.4286,5.9726,← 289°,341.0,392.0,"14,375",-2041.0,FlightAware ADS-B (LEY / EHLE),Arrivals,DLH2304,2025-03-24 13:04:30
529,Mon 07:30:18 AM,52.4391,5.9219,← 289°,338.0,389.0,"13,625",-1933.0,FlightAware ADS-B (EDLG),Arrivals,DLH2304,2025-03-24 13:04:30
530,Mon 07:30:48 AM,52.4544,5.8467,← 288°,332.0,382.0,"12,700",-1875.0,FlightAware ADS-B (LEY / EHLE),Arrivals,DLH2304,2025-03-24 13:04:30
531,Mon 07:31:18 AM,52.4688,5.7768,← 289°,326.0,375.0,"11,750",-1906.0,FlightAware ADS-B (FMO / EDDG),Arrivals,DLH2304,2025-03-24 13:04:30
532,Mon 07:31:36 AM,52.4773,5.7353,← 288°,323.0,372.0,"11,175",-1917.0,FlightAware ADS-B (LEY / EHLE),Arrivals,DLH2304,2025-03-24 13:04:30
533,Mon 07:31:54 AM,52.4854,5.6953,← 288°,320.0,368.0,"10,600",-1474.0,FlightAware ADS-B (GRQ / EHGG),Arrivals,DLH2304,2025-03-24 13:04:30
534,Mon 07:32:33 AM,52.5015,5.6084,← 278°,304.0,350.0,"9,775",-1158.0,FlightAware ADS-B (EHHO),Arrivals,DLH2304,2025-03-24 13:04:30
535,Mon 07:32:51 AM,52.4967,5.5685,← 248°,294.0,338.0,"9,500",-1026.0,FlightAware ADS-B (EHTE),Arrivals,DLH2304,2025-03-24 13:04:30
536,Mon 07:33:11 AM,52.4803,5.5312,↙ 231°,283.0,326.0,"9,125",-1109.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
537,Mon 07:33:37 AM,52.4594,5.4883,↙ 232°,280.0,322.0,"8,650",-964.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
538,Mon 07:34:07 AM,52.4358,5.4394,↙ 232°,270.0,311.0,"8,225",-650.0,FlightAware ADS-B (LEY / EHLE),Arrivals,DLH2304,2025-03-24 13:04:30
539,Mon 07:34:37 AM,52.4134,5.3934,↙ 231°,252.0,290.0,"8,000",-650.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
540,Mon 07:35:07 AM,52.3924,5.3505,↙ 231°,245.0,282.0,"7,575",-925.0,FlightAware ADS-B (RTM / EHRD),Arrivals,DLH2304,2025-03-24 13:04:30
541,Mon 07:35:37 AM,52.3699,5.3051,↙ 231°,239.0,275.0,"7,075",-975.0,FlightAware ADS-B (UTC / EHSB),Arrivals,DLH2304,2025-03-24 13:04:30
542,Mon 07:36:07 AM,52.3501,5.2658,↙ 231°,239.0,275.0,"6,600",-949.0,FlightAware ADS-B (LEY / EHLE),Arrivals,DLH2304,2025-03-24 13:04:30
543,Mon 07:36:26 AM,52.3365,5.2387,↙ 232°,238.0,274.0,"6,300",-980.0,FlightAware ADS-B (EHDB),Arrivals,DLH2304,2025-03-24 13:04:30
544,Mon 07:36:56 AM,52.3156,5.1966,↙ 231°,235.0,270.0,"5,800",-1000.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
545,Mon 07:37:26 AM,52.2954,5.1557,↙ 231°,232.0,267.0,"5,300",-1010.0,FlightAware ADS-B (LEY / EHLE),Arrivals,DLH2304,2025-03-24 13:04:30
546,Mon 07:37:48 AM,52.2796,5.1254,↙ 226°,231.0,266.0,"4,925",-1000.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
547,Mon 07:38:05 AM,52.2658,5.1054,↙ 220°,232.0,267.0,"4,650",-828.0,FlightAware ADS-B (EIN / EHEH),Arrivals,DLH2304,2025-03-24 13:04:30
548,Mon 07:38:17 AM,52.256,5.0922,↙ 219°,232.0,267.0,"4,525",-469.0,Surface and Near-Surface,Arrivals,DLH2304,2025-03-24 13:04:30
549,Mon 07:38:21 AM,52.2539,5.0894,↙ 219°,232.0,267.0,"4,525",-75.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
550,Mon 07:38:37 AM,52.2402,5.0713,↙ 219°,235.0,270.0,"4,500",-47.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
551,Mon 07:38:53 AM,52.2276,5.0545,↙ 220°,234.0,269.0,"4,500",,FlightAware ADS-B (EHDL),Arrivals,DLH2304,2025-03-24 13:04:30
552,Mon 07:39:09 AM,52.2135,5.0355,↙ 219°,233.0,268.0,"4,500",,FlightAware ADS-B (DHR / EHKD),Arrivals,DLH2304,2025-03-24 13:04:30
553,Mon 07:39:26 AM,52.1998,5.0172,↙ 220°,232.0,267.0,"4,500",,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
554,Mon 07:39:56 AM,52.1746,4.9832,↙ 220°,230.0,265.0,"4,500",,FlightAware ADS-B (EHDB),Arrivals,DLH2304,2025-03-24 13:04:30
555,Mon 07:40:26 AM,52.15,4.9497,↙ 220°,214.0,246.0,"4,500",,FlightAware ADS-B (EDLG),Arrivals,DLH2304,2025-03-24 13:04:30
556,Mon 07:40:56 AM,52.1305,4.9231,↙ 220°,194.0,223.0,"4,500",-100.0,FlightAware ADS-B (UTC / EHSB),Arrivals,DLH2304,2025-03-24 13:04:30
557,Mon 07:41:26 AM,52.1087,4.893,↙ 221°,192.0,221.0,"4,400",-575.0,FlightAware ADS-B (UTC / EHSB),Arrivals,DLH2304,2025-03-24 13:04:30
558,Mon 07:41:56 AM,52.0893,4.8664,↙ 220°,190.0,219.0,"3,925",-1031.0,FlightAware ADS-B (RTM / EHRD),Arrivals,DLH2304,2025-03-24 13:04:30
559,Mon 07:42:14 AM,52.0804,4.845,← 253°,184.0,212.0,"3,575",-1208.0,FlightAware ADS-B (EHDB),Arrivals,DLH2304,2025-03-24 13:04:30
560,Mon 07:42:32 AM,52.0798,4.8196,← 272°,186.0,214.0,"3,200",-1059.0,FlightAware ADS-B (UTC / EHSB),Arrivals,DLH2304,2025-03-24 13:04:30
561,Mon 07:42:48 AM,52.0859,4.7999,← 312°,183.0,211.0,"2,975",-557.0,FlightAware ADS-B (RTM / EHRD),Arrivals,DLH2304,2025-03-24 13:04:30
562,Mon 07:43:07 AM,52.0984,4.7877,↖ 334°,179.0,206.0,"2,875",-423.0,FlightAware ADS-B (EHTE),Arrivals,DLH2304,2025-03-24 13:04:30
563,Mon 07:43:27 AM,52.1138,4.7763,↖ 335°,178.0,205.0,"2,700",-527.0,FlightAware ADS-B (EHVB),Arrivals,DLH2304,2025-03-24 13:04:30
564,Mon 07:43:44 AM,52.1271,4.7672,↑ 340°,179.0,206.0,"2,550",-429.0,FlightAware ADS-B (UTC / EHSB),Arrivals,DLH2304,2025-03-24 13:04:30
565,Mon 07:44:02 AM,52.1407,4.7645,↑ 359°,175.0,201.0,"2,450",-231.0,FlightAware ADS-B (EHVB),Arrivals,DLH2304,2025-03-24 13:04:30
566,Mon 07:44:23 AM,52.1571,4.7653,↑ 2°,159.0,183.0,"2,400",-324.0,FlightAware ADS-B (EHVB),Arrivals,DLH2304,2025-03-24 13:04:30
567,Mon 07:44:53 AM,52.1781,4.767,↑ 3°,154.0,177.0,"2,175",-625.0,FlightAware ADS-B (EHDL),Arrivals,DLH2304,2025-03-24 13:04:30
568,Mon 07:45:23 AM,52.1997,4.7689,↑ 3°,153.0,176.0,"1,775",-825.0,FlightAware ADS-B (EHHV),Arrivals,DLH2304,2025-03-24 13:04:30
569,Mon 07:45:53 AM,52.2212,4.771,↑ 3°,152.0,175.0,"1,350",-837.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
570,Mon 07:46:15 AM,52.2366,4.7724,↑ 3°,144.0,166.0,"1,050",-789.0,Surface and Near-Surface,Arrivals,DLH2304,2025-03-24 13:04:30
571,Mon 07:46:31 AM,52.2468,4.7733,↑ 3°,136.0,157.0,850,-750.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
572,Mon 07:46:47 AM,52.2564,4.7741,↑ 4°,133.0,153.0,650,-750.0,FlightAware ADS-B (EHDB),Arrivals,DLH2304,2025-03-24 13:04:30
573,Mon 07:47:03 AM,52.2661,4.7751,↑ 3°,135.0,155.0,450,-703.0,FlightAware ADS-B (EHHV),Arrivals,DLH2304,2025-03-24 13:04:30
574,Mon 07:47:19 AM,52.2758,4.7759,↑ 3°,134.0,154.0,275,-750.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
575,Mon 07:47:35 AM,52.2864,4.7769,↑ 4°,135.0,155.0,50,-703.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
576,Mon 07:47:51 AM,52.2963,4.7779,↑ 3°,134.0,154.0,,-563.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
1431,Mon 06:51:37 AM,53.6434,9.9848,↖ 333°,153.0,176.0,75,,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1754,2025-03-24 13:04:30
1432,Mon 06:51:53 AM,53.6536,9.9758,↖ 331°,146.0,168.0,650,1922.0,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1754,2025-03-24 13:04:30
1433,Mon 06:52:09 AM,53.663,9.9671,↖ 332°,153.0,176.0,"1,100",1125.0,FlightAware ADS-B,Arrivals,KLM1754,2025-03-24 13:04:30
1434,Mon 06:52:25 AM,53.6737,9.958,↖ 334°,186.0,214.0,"1,250",797.0,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1754,2025-03-24 13:04:30
1435,Mon 06:52:41 AM,53.6879,9.9462,↖ 334°,207.0,238.0,"1,525",1955.0,FlightAware ADS-B (LBC / EDHL),Arrivals,KLM1754,2025-03-24 13:04:30
1436,Mon 06:52:58 AM,53.7019,9.9338,↖ 326°,217.0,250.0,"2,325",3557.0,FlightAware ADS-B (ETNH),Arrivals,KLM1754,2025-03-24 13:04:30
1437,Mon 06:53:16 AM,53.7122,9.91,← 288°,210.0,242.0,"3,600",3375.0,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1754,2025-03-24 13:04:30
1438,Mon 06:53:34 AM,53.7125,9.8807,← 254°,235.0,270.0,"4,350",2417.0,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1754,2025-03-24 13:04:30
1439,Mon 06:53:52 AM,53.7049,9.8445,← 251°,257.0,296.0,"5,050",2803.0,FlightAware ADS-B (LBC / EDHL),Arrivals,KLM1754,2025-03-24 13:04:30
1440,Mon 06:54:12 AM,53.6977,9.8083,← 251°,264.0,304.0,"6,125",3571.0,FlightAware ADS-B (EDHS),Arrivals,KLM1754,2025-03-24 13:04:30
1441,Mon 06:54:34 AM,53.6867,9.7683,↙ 243°,264.0,304.0,"7,550",3682.0,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1754,2025-03-24 13:04:30
1442,Mon 06:54:56 AM,53.6741,9.7268,↙ 242°,269.0,310.0,"8,825",2664.0,FlightAware ADS-B (EDXT),Arrivals,KLM1754,2025-03-24 13:04:30
1443,Mon 06:55:41 AM,53.646,9.6387,↙ 241°,312.0,359.0,"10,525",1900.0,FlightAware ADS-B (XFW / EDHI),Arrivals,KLM1754,2025-03-24 13:04:30
1444,Mon 06:56:11 AM,53.6239,9.5709,↙ 241°,349.0,402.0,"11,200",2100.0,FlightAware ADS-B (XFW / EDHI),Arrivals,KLM1754,2025-03-24 13:04:30
1445,Mon 06:56:41 AM,53.6001,9.4984,↙ 241°,356.0,410.0,"12,625",2825.0,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1754,2025-03-24 13:04:30
1446,Mon 06:57:11 AM,53.5763,9.426,↙ 241°,363.0,418.0,"14,025",2550.0,FlightAware ADS-B (XFW / EDHI),Arrivals,KLM1754,2025-03-24 13:04:30
1447,Mon 06:57:41 AM,53.552,9.3526,↙ 241°,375.0,432.0,"15,175",2500.0,FlightAware ADS-B (EDWQ),Arrivals,KLM1754,2025-03-24 13:04:30
1448,Mon 06:58:11 AM,53.5263,9.2751,↙ 241°,381.0,438.0,"16,525",2475.0,FlightAware ADS-B (IZE / EDHF),Arrivals,KLM1754,2025-03-24 13:04:30
1449,Mon 06:58:41 AM,53.5001,9.1963,↙ 241°,388.0,447.0,"17,650",2350.0,FlightAware ADS-B (XFW / EDHI),Arrivals,KLM1754,2025-03-24 13:04:30
1450,Mon 06:59:11 AM,53.4733,9.116,↙ 241°,392.0,451.0,"18,875",2375.0,FlightAware ADS-B (EDHG),Arrivals,KLM1754,2025-03-24 13:04:30
1451,Mon 06:59:41 AM,53.447,9.0372,↙ 241°,397.0,457.0,"20,025",2225.0,FlightAware ADS-B (EDHE),Arrivals,KLM1754,2025-03-24 13:04:30
1452,Mon 07:00:11 AM,53.4205,8.9582,↙ 241°,402.0,463.0,"21,100",1875.0,FlightAware ADS-B (EDHS),Arrivals,KLM1754,2025-03-24 13:04:30
1453,Mon 07:00:41 AM,53.393,8.8766,↙ 241°,412.0,474.0,"21,900",1700.0,FlightAware ADS-B (GRQ / EHGG),Arrivals,KLM1754,2025-03-24 13:04:30
1454,Mon 07:01:11 AM,53.3638,8.7899,↙ 241°,419.0,482.0,"22,800",1775.0,FlightAware ADS-B (EHDR),Arrivals,KLM1754,2025-03-24 13:04:30
1455,Mon 07:01:41 AM,53.336,8.708,↙ 240°,425.0,489.0,"23,675",1750.0,FlightAware ADS-B (ENS / EHTW),Arrivals,KLM1754,2025-03-24 13:04:30
1456,Mon 07:02:11 AM,53.3061,8.6202,↙ 240°,430.0,495.0,"24,550",1722.0,FlightAware ADS-B (KEL / EDHK),Arrivals,KLM1754,2025-03-24 13:04:30
1457,Mon 07:02:35 AM,53.2819,8.5491,↙ 242°,434.0,499.0,"25,225",1393.0,FlightAware ADS-B (ETND),Arrivals,KLM1754,2025-03-24 13:04:30
1458,Mon 07:02:53 AM,53.2659,8.4935,← 247°,438.0,504.0,"25,525",1042.0,FlightAware ADS-B (ETHB),Arrivals,KLM1754,2025-03-24 13:04:30
