,lastUpdatedAt,actualLandingTime,aircraftRegistration,estimatedLandingTime,expectedTimeOnBelt,flightDirection,flightName,flightNumber,gate,pier,id,isOperationalFlight,mainFlight,prefixIATA,prefixICAO,airlineCode,scheduleDateTime,scheduleDate,scheduleTime,serviceType,terminal,schemaVersion,aircraftType.iataMain,aircraftType.iataSub,baggageClaim.belts,codeshares.codeshares,publicFlightState.flightStates,route.destinations,route.eu,route.visa,actualOffBlockTime,expectedSecurityFilter,checkinAllocations.checkinAllocations,publicEstimatedOffBlockTime,expectedTimeBoarding,expectedTimeGateClosing,expectedTimeGateOpen,transferPositions.transferPositions,Luchthaven,Stad,Land,Continent,TypeVliegtuig,ModelVliegtuig
75,2025-03-25T07:17:38.230+01:00,,PHEZC,,,D,KL1917,1917,B7,B,141995495977694541,True,KL1917,KL,KLM,100.0,2025-03-25T06:50:00.000+01:00,2025-03-25,06:50:00,J,1.0,4,EMJ,E90,,"['CZ7704', 'DL9432', 'MF9724', 'MU1781']",['DEP'],ZRH,S,False,2025-03-25T07:06:21.000+01:00,VF1,"[{'endTime': '2025-03-25T06:10:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",,2025-03-25T06:25:00.000+01:00,2025-03-25T06:35:00.000+01:00,2025-03-25T06:20:00.000+01:00,,Zurich Airport,Zurich,Zwitserland,Europa,EMJ-E90,Embraer-E90
76,2025-03-25T07:17:38.230+01:00,,PHEZC,,,D,CZ7704,7704,B7,B,141995494921270017,True,KL1917,CZ,CSN,43.0,2025-03-25T06:50:00.000+01:00,2025-03-25,06:50:00,J,1.0,4,EMJ,E90,,"['CZ7704', 'DL9432', 'MF9724', 'MU1781']",['DEP'],ZRH,S,False,2025-03-25T07:06:21.000+01:00,VF1,"[{'endTime': '2025-03-25T06:10:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",,2025-03-25T06:25:00.000+01:00,2025-03-25T06:35:00.000+01:00,2025-03-25T06:20:00.000+01:00,,Zurich Airport,Zurich,Zwitserland,Europa,EMJ-E90,Embraer-E90
77,2025-03-25T07:17:38.230+01:00,,PHEZC,,,D,DL9432,9432,B7,B,141995495007676039,True,KL1917,DL,DAL,58.0,2025-03-25T06:50:00.000+01:00,2025-03-25,06:50:00,J,1.0,4,EMJ,E90,,"['CZ7704', 'DL9432', 'MF9724', 'MU1781']",['DEP'],ZRH,S,False,2025-03-25T07:06:21.000+01:00,VF1,"[{'endTime': '2025-03-25T06:10:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",,2025-03-25T06:25:00.000+01:00,2025-03-25T06:35:00.000+01:00,2025-03-25T06:20:00.000+01:00,,Zurich Airport,Zurich,Zwitserland,Europa,EMJ-E90,Embraer-E90
78,2025-03-25T07:17:38.230+01:00,,PHEZC,,,D,MF9724,9724,B7,B,141995496233385477,True,KL1917,MF,CXA,1551.0,2025-03-25T06:50:00.000+01:00,2025-03-25,06:50:00,J,1.0,4,EMJ,E90,,"['CZ7704', 'DL9432', 'MF9724', 'MU1781']",['DEP'],ZRH,S,False,2025-03-25T07:06:21.000+01:00,VF1,"[{'endTime': '2025-03-25T06:10:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",,2025-03-25T06:25:00.000+01:00,2025-03-25T06:35:00.000+01:00,2025-03-25T06:20:00.000+01:00,,Zurich Airport,Zurich,Zwitserland,Europa,EMJ-E90,Embraer-E90
79,2025-03-25T07:17:38.230+01:00,,PHEZC,,,D,MU1781,1781,B7,B,141995496288800297,True,KL1917,MU,CES,1294.0,2025-03-25T06:50:00.000+01:00,2025-03-25,06:50:00,J,1.0,4,EMJ,E90,,"['CZ7704', 'DL9432', 'MF9724', 'MU1781']",['DEP'],ZRH,S,False,2025-03-25T07:06:21.000+01:00,VF1,"[{'endTime': '2025-03-25T06:10:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",,2025-03-25T06:25:00.000+01:00,2025-03-25T06:35:00.000+01:00,2025-03-25T06:20:00.000+01:00,,Zurich Airport,Zurich,Zwitserland,Europa,EMJ-E90,Embraer-E90
80,2025-03-25T07:30:30.488+01:00,,PHEXK,,,D,KL1351,1351,B36,B,141995495977678397,True,KL1351,KL,KLM,100.0,2025-03-25T06:50:00.000+01:00,2025-03-25,06:50:00,J,1.0,4,EMJ,E7W,,"['CI9481', 'DL9532']",['DEP'],PRG,S,False,2025-03-25T07:19:05.000+01:00,VF1,"[{'endTime': '2025-03-25T06:10:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",,2025-03-25T06:25:00.000+01:00,2025-03-25T06:35:00.000+01:00,2025-03-25T06:20:00.000+01:00,,Ruzyne,Praag,Tsjechië,Europa,EMJ-E7W,Embraer-175
81,2025-03-25T07:30:30.488+01:00,,PHEXK,,,D,CI9481,9481,B36,B,141995494857743527,True,KL1351,CI,CAL,44.0,2025-03-25T06:50:00.000+01:00,2025-03-25,06:50:00,J,1.0,4,EMJ,E7W,,"['CI9481', 'DL9532']",['DEP'],PRG,S,False,2025-03-25T07:19:05.000+01:00,VF1,"[{'endTime': '2025-03-25T06:10:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",,2025-03-25T06:25:00.000+01:00,2025-03-25T06:35:00.000+01:00,2025-03-25T06:20:00.000+01:00,,Ruzyne,Praag,Tsjechië,Europa,EMJ-E7W,Embraer-175
82,2025-03-25T07:30:30.488+01:00,,PHEXK,,,D,DL9532,9532,B36,B,141995495007678777,True,KL1351,DL,DAL,58.0,2025-03-25T06:50:00.000+01:00,2025-03-25,06:50:00,J,1.0,4,EMJ,E7W,,"['CI9481', 'DL9532']",['DEP'],PRG,S,False,2025-03-25T07:19:05.000+01:00,VF1,"[{'endTime': '2025-03-25T06:10:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",,2025-03-25T06:25:00.000+01:00,2025-03-25T06:35:00.000+01:00,2025-03-25T06:20:00.000+01:00,,Ruzyne,Praag,Tsjechië,Europa,EMJ-E7W,Embraer-175
105,2025-03-25T07:09:16.751+01:00,,PHEXX,,,D,KL1751,1751,B16,B,141995495977689349,True,KL1751,KL,KLM,100.0,2025-03-25T06:55:00.000+01:00,2025-03-25,06:55:00,J,1.0,4,EMJ,E7W,,"['CZ7665', 'DL9327', 'KE6435', 'MU1605']",['DEP'],HAM,S,False,2025-03-25T06:57:07.000+01:00,VF1,"[{'endTime': '2025-03-25T06:15:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",,2025-03-25T06:30:00.000+01:00,2025-03-25T06:40:00.000+01:00,2025-03-25T06:25:00.000+01:00,,Hamburg Airport,Hamburg,Duitsland,Europa,EMJ-E7W,Embraer-175
106,2025-03-25T07:09:16.751+01:00,,PHEXX,,,D,CZ7665,7665,B16,B,141995494921267725,True,KL1751,CZ,CSN,43.0,2025-03-25T06:55:00.000+01:00,2025-03-25,06:55:00,J,1.0,4,EMJ,E7W,,"['CZ7665', 'DL9327', 'KE6435', 'MU1605']",['DEP'],HAM,S,False,2025-03-25T06:57:07.000+01:00,VF1,"[{'endTime': '2025-03-25T06:15:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",,2025-03-25T06:30:00.000+01:00,2025-03-25T06:40:00.000+01:00,2025-03-25T06:25:00.000+01:00,,Hamburg Airport,Hamburg,Duitsland,Europa,EMJ-E7W,Embraer-175
107,2025-03-25T07:09:16.751+01:00,,PHEXX,,,D,DL9327,9327,B16,B,141995495007673237,True,KL1751,DL,DAL,58.0,2025-03-25T06:55:00.000+01:00,2025-03-25,06:55:00,J,1.0,4,EMJ,E7W,,"['CZ7665', 'DL9327', 'KE6435', 'MU1605']",['DEP'],HAM,S,False,2025-03-25T06:57:07.000+01:00,VF1,"[{'endTime': '2025-03-25T06:15:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",,2025-03-25T06:30:00.000+01:00,2025-03-25T06:40:00.000+01:00,2025-03-25T06:25:00.000+01:00,,Hamburg Airport,Hamburg,Duitsland,Europa,EMJ-E7W,Embraer-175
