,lastUpdatedAt,actualLandingTime,aircraftRegistration,estimatedLandingTime,expectedTimeOnBelt,flightDirection,flightName,flightNumber,gate,pier,id,isOperationalFlight,mainFlight,prefixIATA,prefixICAO,airlineCode,scheduleDateTime,scheduleDate,scheduleTime,serviceType,terminal,schemaVersion,aircraftType.iataMain,aircraftType.iataSub,baggageClaim.belts,codeshares.codeshares,publicFlightState.flightStates,route.destinations,route.eu,route.visa,actualOffBlockTime,expectedSecurityFilter,checkinAllocations.checkinAllocations,publicEstimatedOffBlockTime,expectedTimeBoarding,expectedTimeGateClosing,expectedTimeGateOpen,transferPositions.transferPositions,Luchthaven,Stad,Land,Continent,TypeVliegtuig,ModelVliegtuig
222,2025-03-25T09:04:32.416+01:00,,PHEXA,,,D,VS7058,7058,D6,D,141995497530083341,True,KL1001,VS,VIR,181.0,2025-03-25T07:20:00.000+01:00,2025-03-25,07:20:00,J,2.0,4,EMJ,E90,,"['CZ7601', 'DL9640', 'MF9636', 'VS7058']","['DEP', 'DEL']",LHR,N,False,2025-03-25T08:52:45.000+01:00,,"[{'endTime': '2025-03-25T06:40:00.000+01:00', 'rows': {'rows': [{'position': '9', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '10', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '11', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '12', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}]}}, {'position': '13', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}]}}, {'position': '14', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '15', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '16', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",2025-03-25T08:30:00.000+01:00,2025-03-25T08:05:00.000+01:00,2025-03-25T08:15:00.000+01:00,2025-03-25T08:00:00.000+01:00,,Heathrow,Londen,Verenigd Koninkrijk,Europa,EMJ-E90,Embraer-E90
223,2025-03-25T09:04:32.416+01:00,,PHEXA,,,D,KL1001,1001,D6,D,141995495977669813,True,KL1001,KL,KLM,100.0,2025-03-25T07:20:00.000+01:00,2025-03-25,07:20:00,J,2.0,4,EMJ,E90,,"['CZ7601', 'DL9640', 'MF9636', 'VS7058']","['DEP', 'DEL']",LHR,N,False,2025-03-25T08:52:45.000+01:00,VF3,"[{'endTime': '2025-03-25T06:40:00.000+01:00', 'rows': {'rows': [{'position': '9', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '10', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '11', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '12', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}]}}, {'position': '13', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}]}}, {'position': '14', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '15', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '16', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",2025-03-25T08:30:00.000+01:00,2025-03-25T08:05:00.000+01:00,2025-03-25T08:15:00.000+01:00,2025-03-25T08:00:00.000+01:00,,Heathrow,Londen,Verenigd Koninkrijk,Europa,EMJ-E90,Embraer-E90
224,2025-03-25T09:04:32.416+01:00,,PHEXA,,,D,CZ7601,7601,D6,D,141995494921267273,True,KL1001,CZ,CSN,43.0,2025-03-25T07:20:00.000+01:00,2025-03-25,07:20:00,J,2.0,4,EMJ,E90,,"['CZ7601', 'DL9640', 'MF9636', 'VS7058']","['DEP', 'DEL']",LHR,N,False,2025-03-25T08:52:45.000+01:00,,"[{'endTime': '2025-03-25T06:40:00.000+01:00', 'rows': {'rows': [{'position': '9', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '10', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '11', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '12', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}]}}, {'position': '13', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}]}}, {'position': '14', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '15', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}, {'position': '16', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",2025-03-25T08:30:00.000+01:00,2025-03-25T08:05:00.000+01:00,2025-03-25T08:15:00.000+01:00,2025-03-25T08:00:00.000+01:00,,Heathrow,Londen,Verenigd Koninkrijk,Europa,EMJ-E90,Embraer-E90
225,2025-03-25T09:47:58.415+01:00,2025-03-25T07:06:24.000+01:00,PHEXG,2025-03-25T07:07:02.000+01:00,2025-03-25T07:48:59.206+01:00,A,KL1708,1708,B20,B,141995495977688992,True,KL1708,KL,KLM,100.0,2025-03-25T07:20:00.000+01:00,2025-03-25,07:20:00,J,2.0,4,EMJ,E7W,['13'],"['DL9609', 'UX3752']","['ARR', 'EXP']",LUX,S,False,,,,,,,,,Luxembourg,Luxemburg,Luxemburg,Europa,EMJ-E7W,Embraer-175
226,2025-03-25T09:47:58.415+01:00,2025-03-25T07:06:24.000+01:00,PHEXG,2025-03-25T07:07:02.000+01:00,2025-03-25T07:48:59.206+01:00,A,DL9609,9609,B20,B,141995495007681306,True,KL1708,DL,DAL,58.0,2025-03-25T07:20:00.000+01:00,2025-03-25,07:20:00,J,2.0,4,EMJ,E7W,['13'],"['DL9609', 'UX3752']","['ARR', 'EXP']",LUX,S,False,,,,,,,,,Luxembourg,Luxemburg,Luxemburg,Europa,EMJ-E7W,Embraer-175
227,2025-03-25T09:47:58.415+01:00,2025-03-25T07:06:24.000+01:00,PHEXG,2025-03-25T07:07:02.000+01:00,2025-03-25T07:48:59.206+01:00,A,UX3752,3752,B20,B,141995497409750966,True,KL1708,UX,AEA,519.0,2025-03-25T07:20:00.000+01:00,2025-03-25,07:20:00,J,2.0,4,EMJ,E7W,['13'],"['DL9609', 'UX3752']","['ARR', 'EXP']",LUX,S,False,,,,,,,,,Luxembourg,Luxemburg,Luxemburg,Europa,EMJ-E7W,Embraer-175
237,2025-03-25T09:01:32.373+01:00,2025-03-25T07:13:11.000+01:00,PHAXC,2025-03-25T07:12:51.000+01:00,2025-03-25T08:30:44.794+01:00,A,CZ7702,7702,C12,C,141995494921270012,True,KL1770,CZ,CSN,43.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,32S,32Q,['11'],"['AM6219', 'CZ7702', 'DL9441', 'GA9767', 'MF9328', 'SV6345', 'UX3758']","['ARR', 'EXP']",BER,S,False,,,,,,,,,Brandenburg,Berlijn,Duitsland,Europa,32S-32Q,Airbus A-321neo
238,2025-03-25T09:01:32.373+01:00,2025-03-25T07:13:11.000+01:00,PHAXC,2025-03-25T07:12:51.000+01:00,2025-03-25T08:30:44.794+01:00,A,DL9441,9441,C12,C,141995495007676110,True,KL1770,DL,DAL,58.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,32S,32Q,['11'],"['AM6219', 'CZ7702', 'DL9441', 'GA9767', 'MF9328', 'SV6345', 'UX3758']","['ARR', 'EXP']",BER,S,False,,,,,,,,,Brandenburg,Berlijn,Duitsland,Europa,32S-32Q,Airbus A-321neo
239,2025-03-25T09:01:32.373+01:00,2025-03-25T07:13:11.000+01:00,PHAXC,2025-03-25T07:12:51.000+01:00,2025-03-25T08:30:44.794+01:00,A,GA9767,9767,C12,C,141995495382516684,True,KL1770,GA,GIA,85.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,32S,32Q,['11'],"['AM6219', 'CZ7702', 'DL9441', 'GA9767', 'MF9328', 'SV6345', 'UX3758']","['ARR', 'EXP']",BER,S,False,,,,,,,,,Brandenburg,Berlijn,Duitsland,Europa,32S-32Q,Airbus A-321neo
240,2025-03-25T09:01:32.373+01:00,2025-03-25T07:13:11.000+01:00,PHAXC,2025-03-25T07:12:51.000+01:00,2025-03-25T08:30:44.794+01:00,A,MF9328,9328,C12,C,141995496233374532,True,KL1770,MF,CXA,1551.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,32S,32Q,['11'],"['AM6219', 'CZ7702', 'DL9441', 'GA9767', 'MF9328', 'SV6345', 'UX3758']","['ARR', 'EXP']",BER,S,False,,,,,,,,,Brandenburg,Berlijn,Duitsland,Europa,32S-32Q,Airbus A-321neo
241,2025-03-25T09:01:32.373+01:00,2025-03-25T07:13:11.000+01:00,PHAXC,2025-03-25T07:12:51.000+01:00,2025-03-25T08:30:44.794+01:00,A,SV6345,6345,C12,C,141995497125171392,True,KL1770,SV,SVA,151.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,32S,32Q,['11'],"['AM6219', 'CZ7702', 'DL9441', 'GA9767', 'MF9328', 'SV6345', 'UX3758']","['ARR', 'EXP']",BER,S,False,,,,,,,,,Brandenburg,Berlijn,Duitsland,Europa,32S-32Q,Airbus A-321neo
242,2025-03-25T09:01:32.373+01:00,2025-03-25T07:13:11.000+01:00,PHAXC,2025-03-25T07:12:51.000+01:00,2025-03-25T08:30:44.794+01:00,A,UX3758,3758,C12,C,141995497409750978,True,KL1770,UX,AEA,519.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,32S,32Q,['11'],"['AM6219', 'CZ7702', 'DL9441', 'GA9767', 'MF9328', 'SV6345', 'UX3758']","['ARR', 'EXP']",BER,S,False,,,,,,,,,Brandenburg,Berlijn,Duitsland,Europa,32S-32Q,Airbus A-321neo
243,2025-03-25T09:01:32.373+01:00,2025-03-25T07:13:11.000+01:00,PHAXC,2025-03-25T07:12:51.000+01:00,2025-03-25T08:30:44.794+01:00,A,KL1770,1770,C12,C,141995495977689494,True,KL1770,KL,KLM,100.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,32S,32Q,['11'],"['AM6219', 'CZ7702', 'DL9441', 'GA9767', 'MF9328', 'SV6345', 'UX3758']","['ARR', 'EXP']",BER,S,False,,,,,,,,,Brandenburg,Berlijn,Duitsland,Europa,32S-32Q,Airbus A-321neo
244,2025-03-25T09:01:32.373+01:00,2025-03-25T07:13:11.000+01:00,PHAXC,2025-03-25T07:12:51.000+01:00,2025-03-25T08:30:44.794+01:00,A,AM6219,6219,C12,C,141995494595051090,True,KL1770,AM,AMX,794.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,32S,32Q,['11'],"['AM6219', 'CZ7702', 'DL9441', 'GA9767', 'MF9328', 'SV6345', 'UX3758']","['ARR', 'EXP']",BER,S,False,,,,,,,,,Brandenburg,Berlijn,Duitsland,Europa,32S-32Q,Airbus A-321neo
245,2025-03-25T09:59:07.317+01:00,2025-03-25T07:16:26.000+01:00,PHBCB,2025-03-25T07:15:42.000+01:00,2025-03-25T07:58:08.090+01:00,A,KL1266,1266,C9,C,141995495977675742,True,KL1266,KL,KLM,100.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,737,73H,['8'],"['AM6377', 'CZ7753', 'DL9480', 'GA9759', 'G35580', 'MF9370', 'RO9303', 'SK6600', 'UX3756']",['ARR'],CPH,S,False,,,,,,,,,Kastrup,Kopenhagen,Denemarken,Europa,737-73H,
246,2025-03-25T09:59:07.317+01:00,2025-03-25T07:16:26.000+01:00,PHBCB,2025-03-25T07:15:42.000+01:00,2025-03-25T07:58:08.090+01:00,A,AM6377,6377,C9,C,141995494595054268,True,KL1266,AM,AMX,794.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,737,73H,['8'],"['AM6377', 'CZ7753', 'DL9480', 'GA9759', 'G35580', 'MF9370', 'RO9303', 'SK6600', 'UX3756']",['ARR'],CPH,S,False,,,,,,,,,Kastrup,Kopenhagen,Denemarken,Europa,737-73H,
247,2025-03-25T09:59:07.317+01:00,2025-03-25T07:16:26.000+01:00,PHBCB,2025-03-25T07:15:42.000+01:00,2025-03-25T07:58:08.090+01:00,A,CZ7753,7753,C9,C,141995494921270384,True,KL1266,CZ,CSN,43.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,737,73H,['8'],"['AM6377', 'CZ7753', 'DL9480', 'GA9759', 'G35580', 'MF9370', 'RO9303', 'SK6600', 'UX3756']",['ARR'],CPH,S,False,,,,,,,,,Kastrup,Kopenhagen,Denemarken,Europa,737-73H,
248,2025-03-25T09:59:07.317+01:00,2025-03-25T07:16:26.000+01:00,PHBCB,2025-03-25T07:15:42.000+01:00,2025-03-25T07:58:08.090+01:00,A,DL9480,9480,C9,C,141995495007676404,True,KL1266,DL,DAL,58.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,737,73H,['8'],"['AM6377', 'CZ7753', 'DL9480', 'GA9759', 'G35580', 'MF9370', 'RO9303', 'SK6600', 'UX3756']",['ARR'],CPH,S,False,,,,,,,,,Kastrup,Kopenhagen,Denemarken,Europa,737-73H,
249,2025-03-25T09:59:07.317+01:00,2025-03-25T07:16:26.000+01:00,PHBCB,2025-03-25T07:15:42.000+01:00,2025-03-25T07:58:08.090+01:00,A,GA9759,9759,C9,C,141995495382516614,True,KL1266,GA,GIA,85.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,737,73H,['8'],"['AM6377', 'CZ7753', 'DL9480', 'GA9759', 'G35580', 'MF9370', 'RO9303', 'SK6600', 'UX3756']",['ARR'],CPH,S,False,,,,,,,,,Kastrup,Kopenhagen,Denemarken,Europa,737-73H,
250,2025-03-25T09:59:07.317+01:00,2025-03-25T07:16:26.000+01:00,PHBCB,2025-03-25T07:15:42.000+01:00,2025-03-25T07:58:08.090+01:00,A,G35580,5580,C9,C,141995495490807456,True,KL1266,G3,GLO,4918.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,737,73H,['8'],"['AM6377', 'CZ7753', 'DL9480', 'GA9759', 'G35580', 'MF9370', 'RO9303', 'SK6600', 'UX3756']",['ARR'],CPH,S,False,,,,,,,,,Kastrup,Kopenhagen,Denemarken,Europa,737-73H,
251,2025-03-25T09:59:07.317+01:00,2025-03-25T07:16:26.000+01:00,PHBCB,2025-03-25T07:15:42.000+01:00,2025-03-25T07:58:08.090+01:00,A,MF9370,9370,C9,C,141995496233374886,True,KL1266,MF,CXA,1551.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,737,73H,['8'],"['AM6377', 'CZ7753', 'DL9480', 'GA9759', 'G35580', 'MF9370', 'RO9303', 'SK6600', 'UX3756']",['ARR'],CPH,S,False,,,,,,,,,Kastrup,Kopenhagen,Denemarken,Europa,737-73H,
252,2025-03-25T09:59:07.317+01:00,2025-03-25T07:16:26.000+01:00,PHBCB,2025-03-25T07:15:42.000+01:00,2025-03-25T07:58:08.090+01:00,A,RO9303,9303,C9,C,141995496960548842,True,KL1266,RO,ROT,239.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,737,73H,['8'],"['AM6377', 'CZ7753', 'DL9480', 'GA9759', 'G35580', 'MF9370', 'RO9303', 'SK6600', 'UX3756']",['ARR'],CPH,S,False,,,,,,,,,Kastrup,Kopenhagen,Denemarken,Europa,737-73H,
253,2025-03-25T09:59:07.317+01:00,2025-03-25T07:16:26.000+01:00,PHBCB,2025-03-25T07:15:42.000+01:00,2025-03-25T07:58:08.090+01:00,A,SK6600,6600,C9,C,141995497083947758,True,KL1266,SK,SAS,150.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,737,73H,['8'],"['AM6377', 'CZ7753', 'DL9480', 'GA9759', 'G35580', 'MF9370', 'RO9303', 'SK6600', 'UX3756']",['ARR'],CPH,S,False,,,,,,,,,Kastrup,Kopenhagen,Denemarken,Europa,737-73H,
254,2025-03-25T09:59:07.317+01:00,2025-03-25T07:16:26.000+01:00,PHBCB,2025-03-25T07:15:42.000+01:00,2025-03-25T07:58:08.090+01:00,A,UX3756,3756,C9,C,141995497409750974,True,KL1266,UX,AEA,519.0,2025-03-25T07:25:00.000+01:00,2025-03-25,07:25:00,J,2.0,4,737,73H,['8'],"['AM6377', 'CZ7753', 'DL9480', 'GA9759', 'G35580', 'MF9370', 'RO9303', 'SK6600', 'UX3756']",['ARR'],CPH,S,False,,,,,,,,,Kastrup,Kopenhagen,Denemarken,Europa,737-73H,
271,2025-03-25T09:13:53.336+01:00,2025-03-25T07:19:36.000+01:00,PHBCG,2025-03-25T07:19:48.000+01:00,2025-03-25T08:42:33.815+01:00,A,KL1350,1350,D68,D,141995495977678394,True,KL1350,KL,KLM,100.0,2025-03-25T07:35:00.000+01:00,2025-03-25,07:35:00,J,2.0,4,737,73H,['12'],"['CI9488', 'DL9405', 'GA9531']","['ARR', 'EXP']",PRG,S,False,,,,,,,,,Ruzyne,Praag,Tsjechië,Europa,737-73H,
272,2025-03-25T09:13:53.336+01:00,2025-03-25T07:19:36.000+01:00,PHBCG,2025-03-25T07:19:48.000+01:00,2025-03-25T08:42:33.815+01:00,A,CI9488,9488,D68,D,141995494857743540,True,KL1350,CI,CAL,44.0,2025-03-25T07:35:00.000+01:00,2025-03-25,07:35:00,J,2.0,4,737,73H,['12'],"['CI9488', 'DL9405', 'GA9531']","['ARR', 'EXP']",PRG,S,False,,,,,,,,,Ruzyne,Praag,Tsjechië,Europa,737-73H,
273,2025-03-25T09:13:53.336+01:00,2025-03-25T07:19:36.000+01:00,PHBCG,2025-03-25T07:19:48.000+01:00,2025-03-25T08:42:33.815+01:00,A,DL9405,9405,D68,D,141995495007675822,True,KL1350,DL,DAL,58.0,2025-03-25T07:35:00.000+01:00,2025-03-25,07:35:00,J,2.0,4,737,73H,['12'],"['CI9488', 'DL9405', 'GA9531']","['ARR', 'EXP']",PRG,S,False,,,,,,,,,Ruzyne,Praag,Tsjechië,Europa,737-73H,
274,2025-03-25T09:13:53.336+01:00,2025-03-25T07:19:36.000+01:00,PHBCG,2025-03-25T07:19:48.000+01:00,2025-03-25T08:42:33.815+01:00,A,GA9531,9531,D68,D,141995495382510974,True,KL1350,GA,GIA,85.0,2025-03-25T07:35:00.000+01:00,2025-03-25,07:35:00,J,2.0,4,737,73H,['12'],"['CI9488', 'DL9405', 'GA9531']","['ARR', 'EXP']",PRG,S,False,,,,,,,,,Ruzyne,Praag,Tsjechië,Europa,737-73H,
285,2025-03-25T07:47:16.387+01:00,,PHBXT,,,D,KL1267,1267,D84,D,141995495977675745,True,KL1267,KL,KLM,100.0,2025-03-25T07:40:00.000+01:00,2025-03-25,07:40:00,J,1.0,4,737,73J,,"['CZ7626', 'DL9209', 'EY7321', 'GA9758', 'KE6441', 'MF9371', 'MU1795', 'SK6601']",['DEP'],CPH,S,False,2025-03-25T07:37:15.000+01:00,VF1,"[{'endTime': '2025-03-25T07:00:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:55:00.000+01:00'}]",,2025-03-25T07:10:00.000+01:00,2025-03-25T07:25:00.000+01:00,2025-03-25T06:40:00.000+01:00,,Kastrup,Kopenhagen,Denemarken,Europa,737-73J,
286,2025-03-25T07:47:16.387+01:00,,PHBXT,,,D,CZ7626,7626,D84,D,141995494921267431,True,KL1267,CZ,CSN,43.0,2025-03-25T07:40:00.000+01:00,2025-03-25,07:40:00,J,1.0,4,737,73J,,"['CZ7626', 'DL9209', 'EY7321', 'GA9758', 'KE6441', 'MF9371', 'MU1795', 'SK6601']",['DEP'],CPH,S,False,2025-03-25T07:37:15.000+01:00,VF1,"[{'endTime': '2025-03-25T07:00:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:55:00.000+01:00'}]",,2025-03-25T07:10:00.000+01:00,2025-03-25T07:25:00.000+01:00,2025-03-25T06:40:00.000+01:00,,Kastrup,Kopenhagen,Denemarken,Europa,737-73J,
287,2025-03-25T07:47:16.387+01:00,,PHBXT,,,D,DL9209,9209,D84,D,141995495007670355,True,KL1267,DL,DAL,58.0,2025-03-25T07:40:00.000+01:00,2025-03-25,07:40:00,J,1.0,4,737,73J,,"['CZ7626', 'DL9209', 'EY7321', 'GA9758', 'KE6441', 'MF9371', 'MU1795', 'SK6601']",['DEP'],CPH,S,False,2025-03-25T07:37:15.000+01:00,VF1,"[{'endTime': '2025-03-25T07:00:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:55:00.000+01:00'}]",,2025-03-25T07:10:00.000+01:00,2025-03-25T07:25:00.000+01:00,2025-03-25T06:40:00.000+01:00,,Kastrup,Kopenhagen,Denemarken,Europa,737-73J,
288,2025-03-25T07:47:16.387+01:00,,PHBXT,,,D,EY7321,7321,D84,D,141995495194886713,True,KL1267,EY,ETD,274.0,2025-03-25T07:40:00.000+01:00,2025-03-25,07:40:00,J,1.0,4,737,73J,,"['CZ7626', 'DL9209', 'EY7321', 'GA9758', 'KE6441', 'MF9371', 'MU1795', 'SK6601']",['DEP'],CPH,S,False,2025-03-25T07:37:15.000+01:00,VF1,"[{'endTime': '2025-03-25T07:00:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:55:00.000+01:00'}]",,2025-03-25T07:10:00.000+01:00,2025-03-25T07:25:00.000+01:00,2025-03-25T06:40:00.000+01:00,,Kastrup,Kopenhagen,Denemarken,Europa,737-73J,
289,2025-03-25T07:47:16.387+01:00,,PHBXT,,,D,GA9758,9758,D84,D,141995495382516613,True,KL1267,GA,GIA,85.0,2025-03-25T07:40:00.000+01:00,2025-03-25,07:40:00,J,1.0,4,737,73J,,"['CZ7626', 'DL9209', 'EY7321', 'GA9758', 'KE6441', 'MF9371', 'MU1795', 'SK6601']",['DEP'],CPH,S,False,2025-03-25T07:37:15.000+01:00,VF1,"[{'endTime': '2025-03-25T07:00:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:55:00.000+01:00'}]",,2025-03-25T07:10:00.000+01:00,2025-03-25T07:25:00.000+01:00,2025-03-25T06:40:00.000+01:00,,Kastrup,Kopenhagen,Denemarken,Europa,737-73J,
