,Unnamed: 0,Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime,cumsum_ClimbRate,alt_norm
2286,33756,Mon 09:39:39 AM,48.9324,11.3163,↑ 339°,358.0,412.0,"25,500",2125.0,FlightAware ADS-B (EDTQ),Arrivals,KLM1854,2025-03-24 15:50:18,57760.0,0.6722390709371995
2287,33757,Mon 09:40:09 AM,48.9806,11.2882,↑ 339°,363.0,418.0,"26,575",2000.0,FlightAware ADS-B (AGB / EDMA),Arrivals,KLM1854,2025-03-24 15:50:18,59760.0,0.6907315629854279
2288,33758,Mon 09:40:39 AM,49.029,11.2599,↑ 339°,370.0,426.0,"27,500",1900.0,FlightAware ADS-B (EDTQ),Arrivals,KLM1854,2025-03-24 15:50:18,61660.0,0.7082994304312449
2289,33759,Mon 09:41:09 AM,49.0752,11.2329,↑ 339°,373.0,429.0,"28,475",1788.0,FlightAware ADS-B (EDQC),Arrivals,KLM1854,2025-03-24 15:50:18,63448.0,0.7248317183223612
2290,33760,Mon 09:41:52 AM,49.1457,11.1916,↑ 339°,381.0,438.0,"29,675",1521.0,FlightAware ADS-B (RBM / EDMS),Arrivals,KLM1854,2025-03-24 15:50:18,64969.0,0.7388952585250388
2291,33761,Mon 09:42:22 AM,49.1944,11.163,↑ 339°,389.0,448.0,"30,325",1413.0,FlightAware ADS-B (LEJ / EDDP),Arrivals,KLM1854,2025-03-24 15:50:18,66382.0,0.7519602041571122
2292,33762,Mon 09:43:01 AM,49.2608,11.1238,↑ 339°,392.0,451.0,"31,300",1482.0,FlightAware ADS-B (EDND),Arrivals,KLM1854,2025-03-24 15:50:18,67864.0,0.7656631407648494
2293,33763,Mon 09:43:44 AM,49.3327,11.0814,↑ 340°,395.0,455.0,"32,350",1171.0,FlightAware ADS-B (EDMG),Arrivals,KLM1854,2025-03-24 15:50:18,69035.0,0.7764904948590872
2294,33764,Mon 09:44:14 AM,49.3861,11.0497,↑ 340°,406.0,467.0,"32,725",925.0,FlightAware ADS-B (EDMG),Arrivals,KLM1854,2025-03-24 15:50:18,69960.0,0.7850432724313928
2295,33765,Mon 09:44:44 AM,49.437,11.0195,↑ 339°,411.0,473.0,"33,275",1206.0,FlightAware ADS-B (STR / EDDS),Arrivals,KLM1854,2025-03-24 15:50:18,71166.0,0.7961942451364746
2296,33766,Mon 09:45:05 AM,49.4736,10.9977,↑ 339°,413.0,475.0,"33,750",1238.0,FlightAware ADS-B (EDMG),Arrivals,KLM1854,2025-03-24 15:50:18,72404.0,0.807641097714328
2297,33767,Mon 09:45:24 AM,49.5081,10.977,↖ 338°,415.0,478.0,"34,100",815.0,FlightAware ADS-B (MUC / EDDM),Arrivals,KLM1854,2025-03-24 15:50:18,73219.0,0.8151767882239811
2298,33768,Mon 09:45:51 AM,49.5576,10.941,↖ 332°,425.0,489.0,"34,375",1174.0,FlightAware ADS-B (MUC / EDDM),Arrivals,KLM1854,2025-03-24 15:50:18,74393.0,0.8260318810562911
2299,33769,Mon 09:46:10 AM,49.5894,10.9141,↖ 331°,418.0,481.0,"35,000",1745.0,FlightAware ADS-B (EDQX),Arrivals,KLM1854,2025-03-24 15:50:18,76138.0,0.8421665803683704
2300,33770,Mon 09:46:40 AM,49.6388,10.8719,↖ 331°,413.0,475.0,"35,800",1000.0,FlightAware ADS-B (LEJ / EDDP),Arrivals,KLM1854,2025-03-24 15:50:18,77138.0,0.8514128263924846
2301,33771,Mon 09:47:10 AM,49.6881,10.8298,↖ 331°,422.0,486.0,"36,000",200.0,FlightAware ADS-B (LKKO),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2302,33772,Mon 09:47:40 AM,49.7417,10.7838,↖ 331°,422.0,486.0,"36,000",0.0,FlightAware ADS-B (STR / EDDS),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2303,33773,Mon 09:48:10 AM,49.7924,10.7404,↖ 331°,424.0,488.0,"36,000",0.0,FlightAware ADS-B (LKMB),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2304,33774,Mon 09:48:40 AM,49.843,10.6968,↖ 331°,424.0,488.0,"36,000",0.0,FlightAware ADS-B (EDEP),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2305,33775,Mon 09:49:10 AM,49.8957,10.6514,↖ 331°,424.0,488.0,"36,000",0.0,FlightAware ADS-B (EDOU),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2306,33776,Mon 09:49:40 AM,49.9443,10.6092,↖ 331°,425.0,489.0,"36,000",0.0,FlightAware ADS-B (LKRK),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2307,33777,Mon 09:49:59 AM,49.9773,10.5798,↖ 330°,424.0,488.0,"36,000",0.0,FlightAware ADS-B (EDMG),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2308,33778,Mon 09:50:29 AM,50.0281,10.5344,↖ 330°,421.0,484.0,"36,000",0.0,FlightAware ADS-B (ZRH / LSZH),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2309,33779,Mon 09:50:59 AM,50.0796,10.4876,↖ 330°,427.0,491.0,"36,000",0.0,FlightAware ADS-B (FRA / EDDF),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2310,33780,Mon 09:51:29 AM,50.129,10.4425,↖ 330°,423.0,487.0,"36,000",0.0,FlightAware ADS-B (EDPG),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2311,33781,Mon 09:51:59 AM,50.1812,10.3953,↖ 330°,422.0,486.0,"36,000",0.0,FlightAware ADS-B (LKSR),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2312,33782,Mon 09:52:29 AM,50.2312,10.3501,↖ 330°,420.0,483.0,"36,000",0.0,FlightAware ADS-B (EDFW),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2313,33783,Mon 09:52:59 AM,50.281,10.3051,↖ 330°,425.0,489.0,"36,000",0.0,FlightAware ADS-B (KLV / LKKV),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2314,33784,Mon 09:53:29 AM,50.3327,10.2584,↖ 330°,427.0,491.0,"36,000",0.0,FlightAware ADS-B (EDCO),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2315,33785,Mon 09:53:59 AM,50.3853,10.2111,↖ 330°,429.0,494.0,"36,000",0.0,FlightAware ADS-B (EDTQ),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2316,33786,Mon 09:54:29 AM,50.4357,10.1661,↖ 330°,426.0,490.0,"36,000",0.0,FlightAware ADS-B (EDFG),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2317,33787,Mon 09:55:00 AM,50.4885,10.1191,↖ 330°,423.0,487.0,"36,000",0.0,FlightAware ADS-B (EDFC),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2318,33788,Mon 09:55:30 AM,50.5404,10.0731,↖ 331°,423.0,487.0,"36,000",0.0,FlightAware ADS-B (CGN / EDDK),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2319,33789,Mon 09:56:00 AM,50.5894,10.0297,↖ 331°,420.0,483.0,"36,000",0.0,FlightAware ADS-B (EDFG),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2320,33790,Mon 09:56:35 AM,50.6487,9.9775,↖ 331°,420.0,483.0,"36,000",0.0,FlightAware ADS-B (LKKL),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2321,33791,Mon 09:57:05 AM,50.7004,9.9318,↖ 331°,422.0,486.0,"36,000",0.0,FlightAware ADS-B (EDEN),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2322,33792,Mon 09:57:35 AM,50.7516,9.8867,↖ 331°,423.0,487.0,"36,000",0.0,FlightAware ADS-B (FRA / EDDF),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2323,33793,Mon 09:58:06 AM,50.8034,9.8412,↖ 331°,423.0,487.0,"36,000",0.0,FlightAware ADS-B (LKKL),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2324,33794,Mon 09:58:37 AM,50.8566,9.7943,↖ 331°,424.0,488.0,"36,000",0.0,FlightAware ADS-B (PAD / EDLP),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2325,33795,Mon 09:58:59 AM,50.8944,9.7584,↖ 325°,421.0,484.0,"36,000",0.0,FlightAware ADS-B (LEJ / EDDP),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2326,33796,Mon 09:59:19 AM,50.9223,9.7213,← 314°,414.0,476.0,"36,000",0.0,FlightAware ADS-B (EDQY),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2327,33797,Mon 09:59:35 AM,50.9442,9.6822,← 308°,416.0,479.0,"36,000",0.0,FlightAware ADS-B (EBBL),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2328,33798,Mon 10:00:05 AM,50.9786,9.6124,← 308°,418.0,481.0,"36,000",0.0,FlightAware ADS-B (EDEN),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2329,33799,Mon 10:00:36 AM,51.0151,9.5384,← 308°,416.0,479.0,"36,000",0.0,FlightAware ADS-B (EDFD),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2330,33800,Mon 10:01:06 AM,51.0512,9.4649,← 308°,413.0,475.0,"36,000",0.0,FlightAware ADS-B (EDEP),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2331,33801,Mon 10:01:38 AM,51.0881,9.3895,← 308°,416.0,479.0,"36,000",0.0,FlightAware ADS-B (ETHB),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2332,33802,Mon 10:02:08 AM,51.1236,9.3169,← 308°,416.0,479.0,"36,000",0.0,FlightAware ADS-B (HAJ / EDDV),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2333,33803,Mon 10:02:39 AM,51.1602,9.2418,← 308°,414.0,476.0,"36,000",0.0,FlightAware ADS-B (HAJ / EDDV),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2334,33804,Mon 10:03:23 AM,51.2109,9.1374,← 308°,417.0,480.0,"36,000",0.0,FlightAware ADS-B (EDFZ),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2335,33805,Mon 10:03:54 AM,51.2476,9.0616,← 308°,413.0,475.0,"36,000",0.0,FlightAware ADS-B (PAD / EDLP),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2336,33806,Mon 10:04:24 AM,51.2829,8.9885,← 308°,411.0,473.0,"36,000",0.0,FlightAware ADS-B (EDHE),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2337,33807,Mon 10:04:55 AM,51.3186,8.9141,← 307°,415.0,478.0,"36,000",0.0,FlightAware ADS-B (KSF / EDVK),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2338,33808,Mon 10:05:25 AM,51.353,8.8425,← 308°,414.0,476.0,"36,000",0.0,FlightAware ADS-B (FRZ / ETHF),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2339,33809,Mon 10:06:39 AM,51.4392,8.662,← 307°,415.0,478.0,"36,000",0.0,FlightAware ADS-B (EDGK),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2340,33810,Mon 10:07:09 AM,51.4746,8.5877,← 307°,415.0,478.0,"36,000",0.0,FlightAware ADS-B (EHHO),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2341,33811,Mon 10:07:39 AM,51.5089,8.5151,← 307°,417.0,480.0,"36,000",0.0,FlightAware ADS-B (EDKR),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2342,33812,Mon 10:08:19 AM,51.5559,8.4157,← 307°,416.0,479.0,"36,000",0.0,FlightAware ADS-B (EDVN),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2343,33813,Mon 10:08:49 AM,51.5912,8.3407,← 307°,416.0,479.0,"36,000",0.0,FlightAware ADS-B (KSF / EDVK),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2344,33814,Mon 10:09:19 AM,51.6249,8.2687,← 307°,416.0,479.0,"36,000",0.0,FlightAware ADS-B (EDKL),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2345,33815,Mon 10:09:49 AM,51.6611,8.1914,← 307°,416.0,479.0,"36,000",0.0,FlightAware ADS-B (EDFC),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2346,33816,Mon 10:10:19 AM,51.6948,8.1193,← 307°,415.0,478.0,"36,000",0.0,FlightAware ADS-B (EDFZ),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2347,33817,Mon 10:10:49 AM,51.7289,8.0462,← 307°,414.0,476.0,"36,000",0.0,FlightAware ADS-B (MGL / EDLN),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2348,33818,Mon 10:11:09 AM,51.7518,7.9967,← 307°,414.0,476.0,"36,000",0.0,FlightAware ADS-B (EBBL),Arrivals,KLM1854,2025-03-24 15:50:18,77338.0,0.8532620755973075
2349,33819,Mon 10:11:39 AM,51.7856,7.9237,← 307°,415.0,478.0,"36,000",-306.0,FlightAware ADS-B (EIN / EHEH),Arrivals,KLM1854,2025-03-24 15:50:18,77032.0,0.8504327243139286
2350,33820,Mon 10:12:03 AM,51.8122,7.8661,← 307°,417.0,480.0,"35,725",-1061.0,FlightAware ADS-B (BWE / EDVE),Arrivals,KLM1854,2025-03-24 15:50:18,75971.0,0.8406224572823434
2351,33821,Mon 10:12:20 AM,51.8326,7.821,← 305°,419.0,482.0,"35,275",-1500.0,FlightAware ADS-B (GRQ / EHGG),Arrivals,KLM1854,2025-03-24 15:50:18,74471.0,0.8267530882461721
2352,33822,Mon 10:12:37 AM,51.85,7.7766,← 301°,426.0,490.0,"34,875",-1456.0,FlightAware ADS-B (EDXI),Arrivals,KLM1854,2025-03-24 15:50:18,73015.0,0.8132905540350618
2353,33823,Mon 10:12:54 AM,51.8665,7.7275,← 297°,432.0,497.0,"34,450",-1543.0,FlightAware ADS-B (EDLS),Arrivals,KLM1854,2025-03-24 15:50:18,71472.0,0.7990235964198535
2354,33824,Mon 10:13:12 AM,51.8807,7.682,← 297°,428.0,493.0,"33,975",-1538.0,FlightAware ADS-B (NRN / EDLV),Arrivals,KLM1854,2025-03-24 15:50:18,69934.0,0.7848028700347659
2355,33825,Mon 10:13:34 AM,51.9023,7.6122,← 297°,422.0,486.0,"33,425",-1531.0,FlightAware ADS-B (EHHV),Arrivals,KLM1854,2025-03-24 15:50:18,68403.0,0.7706468673718471
2356,33826,Mon 10:14:01 AM,51.9264,7.5348,← 297°,427.0,491.0,"32,725",-1561.0,FlightAware ADS-B (DUS / EDDL),Arrivals,KLM1854,2025-03-24 15:50:18,66842.0,0.7562134773282048
2357,33827,Mon 10:14:23 AM,51.9447,7.4761,← 297°,453.0,521.0,"32,150",-1933.0,FlightAware ADS-B (DUS / EDDL),Arrivals,KLM1854,2025-03-24 15:50:18,64909.0,0.738340483763592
2358,33828,Mon 10:14:53 AM,51.9742,7.3808,← 296°,475.0,547.0,"31,050",-2125.0,FlightAware ADS-B (GUT / ETUO),Arrivals,KLM1854,2025-03-24 15:50:18,62784.0,0.7186922109623493
2359,33829,Mon 10:15:23 AM,52.0042,7.283,← 296°,474.0,545.0,"30,025",-2050.0,FlightAware ADS-B (DUS / EDDL),Arrivals,KLM1854,2025-03-24 15:50:18,60734.0,0.6997374066129152
2360,33830,Mon 10:15:53 AM,52.0324,7.1906,← 296°,462.0,532.0,"29,000",-2150.0,FlightAware ADS-B (NRN / EDLV),Arrivals,KLM1854,2025-03-24 15:50:18,58584.0,0.6798579776610696
2361,33831,Mon 10:16:23 AM,52.0604,7.0987,← 296°,452.0,520.0,"27,875",-2000.0,FlightAware ADS-B (EDFY),Arrivals,KLM1854,2025-03-24 15:50:18,56584.0,0.6613654856128411
2362,33832,Mon 10:16:53 AM,52.0885,7.0065,← 296°,450.0,518.0,"27,000",-1750.0,FlightAware ADS-B (ETNN),Arrivals,KLM1854,2025-03-24 15:50:18,54834.0,0.6451845550706413
2363,33833,Mon 10:17:23 AM,52.1156,6.9169,← 296°,443.0,510.0,"26,125",-1718.0,FlightAware ADS-B (ETHE),Arrivals,KLM1854,2025-03-24 15:50:18,53116.0,0.6292995044012131
2364,33834,Mon 10:17:55 AM,52.1423,6.8231,← 292°,434.0,499.0,"25,225",-1906.0,FlightAware ADS-B (MST / EHBK),Arrivals,KLM1854,2025-03-24 15:50:18,51210.0,0.6116761594792515
2365,33835,Mon 10:18:59 AM,52.1886,6.6328,← 292°,415.0,478.0,"23,075",-2027.0,FlightAware ADS-B (ETNT),Arrivals,KLM1854,2025-03-24 15:50:18,49183.0,0.5929340187883719
2366,33836,Mon 10:19:29 AM,52.21,6.5463,← 292°,404.0,465.0,"22,050",-2025.0,FlightAware ADS-B (ETHB),Arrivals,KLM1854,2025-03-24 15:50:18,47158.0,0.5742103705895406
2367,33837,Mon 10:19:59 AM,52.2311,6.4608,← 292°,404.0,465.0,"21,050",-1947.0,FlightAware ADS-B (EHDL),Arrivals,KLM1854,2025-03-24 15:50:18,45211.0,0.5562079295805903
2368,33838,Mon 10:20:26 AM,52.251,6.3832,← 293°,402.0,463.0,"20,200",-2019.0,FlightAware ADS-B (DUS / EDDL),Arrivals,KLM1854,2025-03-24 15:50:18,43192.0,0.5375397588579037
2369,33839,Mon 10:20:51 AM,52.269,6.316,← 294°,396.0,456.0,"19,300",-2143.0,FlightAware ADS-B (EHMA),Arrivals,KLM1854,2025-03-24 15:50:18,41049.0,0.517725053628227
2370,33840,Mon 10:21:22 AM,52.2923,6.2333,← 295°,389.0,448.0,"18,200",-2354.0,FlightAware ADS-B (EDXE),Arrivals,KLM1854,2025-03-24 15:50:18,38695.0,0.49595939048746207
2371,33841,Mon 10:22:03 AM,52.3329,6.1362,← 306°,365.0,420.0,"16,475",-2500.0,FlightAware ADS-B (EHTE),Arrivals,KLM1854,2025-03-24 15:50:18,36195.0,0.4728437754271766
2372,33842,Mon 10:22:22 AM,52.3503,6.0962,← 301°,358.0,412.0,"15,700",-2476.0,FlightAware ADS-B (EHTE),Arrivals,KLM1854,2025-03-24 15:50:18,33719.0,0.44995007027146977
2373,33843,Mon 10:23:06 AM,52.3786,5.9886,← 292°,350.0,403.0,"13,875",-2473.0,FlightAware ADS-B (EHHV),Arrivals,KLM1854,2025-03-24 15:50:18,31246.0,0.42708410385383533
2374,33844,Mon 10:23:36 AM,52.3967,5.916,← 292°,350.0,403.0,"12,650",-2521.0,FlightAware ADS-B (UTC / EHSB),Arrivals,KLM1854,2025-03-24 15:50:18,28725.0,0.4037743176270434
2375,33845,Mon 10:23:53 AM,52.4071,5.8726,← 288°,347.0,399.0,"11,900",-2625.0,FlightAware ADS-B (UDE / EHVK),Arrivals,KLM1854,2025-03-24 15:50:18,26100.0,0.3795029218137436
2376,33846,Mon 10:24:12 AM,52.4126,5.8221,← 272°,346.0,398.0,"11,075",-2487.0,FlightAware ADS-B (GRQ / EHGG),Arrivals,KLM1854,2025-03-24 15:50:18,23613.0,0.3565075079517716
2377,33847,Mon 10:24:31 AM,52.4103,5.7752,← 261°,345.0,397.0,"10,325",-2082.0,FlightAware ADS-B (LEY / EHLE),Arrivals,KLM1854,2025-03-24 15:50:18,21531.0,0.3372568237295658
2378,33848,Mon 10:25:01 AM,52.4023,5.7001,← 260°,325.0,374.0,"9,375",-1274.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1854,2025-03-24 15:50:18,20257.0,0.3254771062948443
2379,33849,Mon 10:25:24 AM,52.3964,5.6468,← 260°,300.0,345.0,"9,200",-594.0,FlightAware ADS-B (EHTE),Arrivals,KLM1854,2025-03-24 15:50:18,19663.0,0.31998483615652046
2380,33850,Mon 10:25:54 AM,52.3894,5.5836,← 260°,273.0,314.0,"8,850",-737.0,FlightAware ADS-B (EHDB),Arrivals,KLM1854,2025-03-24 15:50:18,18926.0,0.31317035283674827
2381,33851,Mon 10:26:23 AM,52.3828,5.5235,← 260°,270.0,311.0,"8,475",-765.0,FlightAware ADS-B (UTC / EHSB),Arrivals,KLM1854,2025-03-24 15:50:18,18161.0,0.30609697462830093
2382,33852,Mon 10:26:45 AM,52.3781,5.4813,← 257°,270.0,311.0,"8,200",-750.0,FlightAware ADS-B (UTC / EHSB),Arrivals,KLM1854,2025-03-24 15:50:18,17411.0,0.2991622901102153
2383,33853,Mon 10:27:01 AM,52.3695,5.4522,↙ 229°,271.0,312.0,"8,000",-750.0,FlightAware ADS-B (LEY / EHLE),Arrivals,KLM1854,2025-03-24 15:50:18,16661.0,0.29222760559212957
2384,33854,Mon 10:27:19 AM,52.3522,5.4248,↙ 223°,273.0,314.0,"7,775",-750.0,FlightAware ADS-B (EIN / EHEH),Arrivals,KLM1854,2025-03-24 15:50:18,15911.0,0.2852929210740439
2385,33855,Mon 10:27:49 AM,52.3248,5.3842,↙ 222°,274.0,315.0,"7,400",-750.0,FlightAware ADS-B (EHDL),Arrivals,KLM1854,2025-03-24 15:50:18,15161.0,0.27835823655595826
2386,33856,Mon 10:28:19 AM,52.2972,5.3434,↙ 222°,272.0,313.0,"7,025",-750.0,FlightAware ADS-B (LEY / EHLE),Arrivals,KLM1854,2025-03-24 15:50:18,14411.0,0.2714235520378726
2387,33857,Mon 10:28:49 AM,52.2681,5.3003,↙ 222°,273.0,314.0,"6,650",-750.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1854,2025-03-24 15:50:18,13661.0,0.26448886751978695
2388,33858,Mon 10:29:19 AM,52.2413,5.261,↙ 222°,271.0,312.0,"6,275",-736.0,FlightAware ADS-B (UTC / EHSB),Arrivals,KLM1854,2025-03-24 15:50:18,12925.0,0.2576836304460389
2389,33859,Mon 10:29:42 AM,52.2202,5.2297,↙ 222°,268.0,308.0,"6,000",-750.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1854,2025-03-24 15:50:18,12175.0,0.25074894592795327
2390,33860,Mon 10:30:05 AM,52.1996,5.1991,↙ 223°,268.0,308.0,"5,700",-786.0,FlightAware ADS-B (DTM / EDLW),Arrivals,KLM1854,2025-03-24 15:50:18,11389.0,0.24348139655299947
2391,33861,Mon 10:30:24 AM,52.1821,5.1729,↙ 222°,267.0,307.0,"5,450",-729.0,FlightAware ADS-B (EHDB),Arrivals,KLM1854,2025-03-24 15:50:18,10660.0,0.23674088320142023
2392,33862,Mon 10:30:40 AM,52.1657,5.1485,↙ 222°,265.0,305.0,"5,275",-706.0,FlightAware ADS-B (EHDL),Arrivals,KLM1854,2025-03-24 15:50:18,9954.0,0.2302130335083956
2393,33863,Mon 10:30:58 AM,52.151,5.1268,↙ 222°,264.0,304.0,"5,050",-783.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1854,2025-03-24 15:50:18,9171.0,0.22297322287151417
2394,33864,Mon 10:31:03 AM,52.1466,5.1202,↙ 222°,264.0,304.0,"4,975",-844.0,Surface and Near-Surface,Arrivals,KLM1854,2025-03-24 15:50:18,8327.0,0.21516939122716178
2395,33865,Mon 10:31:14 AM,52.1358,5.1045,↙ 222°,264.0,304.0,"4,825",-750.0,FlightAware ADS-B (UTC / EHSB),Arrivals,KLM1854,2025-03-24 15:50:18,7577.0,0.20823470670907612
2396,33866,Mon 10:31:39 AM,52.1138,5.0722,↙ 222°,262.0,302.0,"4,525",-736.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1854,2025-03-24 15:50:18,6841.0,0.20142946963532807
2397,33867,Mon 10:32:09 AM,52.0871,5.0331,↙ 222°,259.0,298.0,"4,150",-750.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1854,2025-03-24 15:50:18,6091.0,0.19449478511724239
2398,33868,Mon 10:32:39 AM,52.0605,4.9941,↙ 222°,258.0,297.0,"3,775",-717.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1854,2025-03-24 15:50:18,5374.0,0.1878652267179525
2399,33869,Mon 10:32:55 AM,52.0467,4.9739,↙ 222°,257.0,296.0,"3,600",-750.0,FlightAware ADS-B (EHHV),Arrivals,KLM1854,2025-03-24 15:50:18,4624.0,0.18093054219986685
2400,33870,Mon 10:33:13 AM,52.0306,4.9503,↙ 222°,255.0,293.0,"3,350",-808.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1854,2025-03-24 15:50:18,3816.0,0.17345957541238258
2401,33871,Mon 10:33:34 AM,52.0123,4.9232,↙ 226°,246.0,283.0,"3,075",-689.0,FlightAware ADS-B (LEY / EHLE),Arrivals,KLM1854,2025-03-24 15:50:18,3127.0,0.1670889119017679
2402,33872,Mon 10:33:50 AM,52.0051,4.8994,← 260°,228.0,262.0,"2,925",-276.0,FlightAware ADS-B (UTC / EHSB),Arrivals,KLM1854,2025-03-24 15:50:18,2851.0,0.16453694799911237
2403,33873,Mon 10:34:12 AM,52.0035,4.8619,← 267°,206.0,237.0,"2,900",-29.0,FlightAware ADS-B (WOE / EHWO),Arrivals,KLM1854,2025-03-24 15:50:18,2822.0,0.16426880686441306
2404,33874,Mon 10:34:42 AM,52.0022,4.8187,← 267°,178.0,205.0,"2,900",33.0,FlightAware ADS-B (UTC / EHSB),Arrivals,KLM1854,2025-03-24 15:50:18,2855.0,0.16457393298320883
2405,33875,Mon 10:34:58 AM,52.0046,4.8006,← 305°,175.0,201.0,"2,925",47.0,FlightAware ADS-B (EHHV),Arrivals,KLM1854,2025-03-24 15:50:18,2902.0,0.1650085065463422
2406,33876,Mon 10:35:14 AM,52.0153,4.7877,↖ 334°,176.0,203.0,"2,925",0.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1854,2025-03-24 15:50:18,2902.0,0.1650085065463422
2407,33877,Mon 10:35:32 AM,52.0292,4.7776,↖ 337°,175.0,201.0,"2,925",0.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1854,2025-03-24 15:50:18,2902.0,0.1650085065463422
2408,33878,Mon 10:36:02 AM,52.0508,4.7626,↖ 337°,177.0,204.0,"2,925",0.0,FlightAware ADS-B (EHVB),Arrivals,KLM1854,2025-03-24 15:50:18,2902.0,0.1650085065463422
2409,33879,Mon 10:36:20 AM,52.0648,4.7557,↑ 356°,182.0,209.0,"2,925",0.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1854,2025-03-24 15:50:18,2902.0,0.1650085065463422
2410,33880,Mon 10:36:46 AM,52.0881,4.7587,↑ 5°,182.0,209.0,"2,925",0.0,FlightAware ADS-B (EHSE),Arrivals,KLM1854,2025-03-24 15:50:18,2902.0,0.1650085065463422
2411,33881,Mon 10:37:07 AM,52.1057,4.7604,↑ 3°,182.0,209.0,"2,925",0.0,FlightAware ADS-B (EHVB),Arrivals,KLM1854,2025-03-24 15:50:18,2902.0,0.1650085065463422
