,Unnamed: 0,Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime,cumsum_ClimbRate,alt_norm
3377,61460,Mon 02:20:30 PM,52.2656,4.7751,↑ 3°,134.0,154.0,400,-750.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1634,2025-03-24 19:37:57,-1274.0,0.12639618314964124
3378,61461,Mon 02:20:46 PM,52.2756,4.776,↑ 4°,131.0,151.0,200,-703.0,FlightAware ADS-B (EHVB),Arrivals,KLM1634,2025-03-24 19:37:57,-1977.0,0.11989607219468895
3379,61462,Mon 02:21:02 PM,52.286,4.7769,↑ 3°,134.0,154.0,25,-618.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1634,2025-03-24 19:37:57,-2595.0,0.11418189215178637
3380,61463,Mon 02:21:20 PM,52.2966,4.7778,↑ 2°,123.0,142.0,,-583.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1634,2025-03-24 19:37:57,-3178.0,0.1087913307197278
3381,61464,Mon 12:52:27 PM,48.1191,16.545,← 296°,155.0,178.0,850,0.0,FlightAware ADS-B (VIE / LOWW),Arrivals,AUA375,2025-03-24 19:37:57,0.0,0.13817590058436274
3382,61465,Mon 12:52:43 PM,48.1229,16.5291,← 276°,154.0,177.0,"1,400",2063.0,FlightAware ADS-B (VIE / LOWW),Arrivals,AUA375,2025-03-24 19:37:57,2063.0,0.15725090613211037
3383,61466,Mon 12:52:59 PM,48.1207,16.512,← 256°,164.0,189.0,"1,950",1594.0,FlightAware ADS-B (VIE / LOWW),Arrivals,AUA375,2025-03-24 19:37:57,3657.0,0.17198942229454842
3384,61467,Mon 12:53:15 PM,48.117,16.4913,← 257°,185.0,213.0,"2,250",1125.0,FlightAware ADS-B (VIE / LOWW),Arrivals,AUA375,2025-03-24 19:37:57,4782.0,0.1823914490716769
3385,61468,Mon 12:53:31 PM,48.1151,16.4727,← 268°,197.0,227.0,"2,550",1318.0,FlightAware ADS-B (VIE / LOWW),Arrivals,AUA375,2025-03-24 19:37:57,6100.0,0.19457800133145942
3386,61469,Mon 12:53:48 PM,48.1194,16.4487,← 302°,209.0,241.0,"2,975",1934.0,FlightAware ADS-B (VIE / LOWW),Arrivals,AUA375,2025-03-24 19:37:57,8034.0,0.2124602411420963
3387,61470,Mon 12:54:09 PM,48.1339,16.4299,↖ 332°,214.0,246.0,"3,775",2643.0,FlightAware ADS-B (LOAF),Arrivals,AUA375,2025-03-24 19:37:57,10677.0,0.23689806938383018
3388,61471,Mon 12:54:30 PM,48.1546,16.4154,↖ 336°,217.0,250.0,"4,825",2674.0,FlightAware ADS-B (VIE / LOWW),Arrivals,AUA375,2025-03-24 19:37:57,13351.0,0.26162253125231155
3389,61472,Mon 12:54:55 PM,48.1762,16.4005,↖ 334°,222.0,255.0,"5,825",2536.0,FlightAware ADS-B (VIE / LOWW),Arrivals,AUA375,2025-03-24 19:37:57,15887.0,0.2850710111694652
3390,61473,Mon 12:55:25 PM,48.2048,16.3802,↖ 335°,222.0,255.0,"7,150",2525.0,FlightAware ADS-B (VIE / LOWW),Arrivals,AUA375,2025-03-24 19:37:57,18412.0,0.30841778238035356
3391,61474,Mon 12:55:55 PM,48.2325,16.3608,↖ 335°,226.0,260.0,"8,350",2430.0,FlightAware ADS-B (BTS / LZIB),Arrivals,AUA375,2025-03-24 19:37:57,20842.0,0.3308861602189511
3392,61475,Mon 12:56:15 PM,48.2528,16.3463,↖ 330°,229.0,264.0,"9,175",2308.0,FlightAware ADS-B (LOAM),Arrivals,AUA375,2025-03-24 19:37:57,23150.0,0.3522264960426067
3393,61476,Mon 12:56:34 PM,48.2683,16.3281,↖ 317°,230.0,265.0,"9,850",2080.0,FlightAware ADS-B (LOGF),Arrivals,AUA375,2025-03-24 19:37:57,25230.0,0.37145868777276425
3394,61477,Mon 12:56:59 PM,48.2864,16.3017,↖ 316°,236.0,272.0,"10,700",1773.0,FlightAware ADS-B (PZY / LZPP),Arrivals,AUA375,2025-03-24 19:37:57,27003.0,0.38785228197351873
3395,61478,Mon 12:57:29 PM,48.311,16.2659,↖ 316°,255.0,293.0,"11,475",1225.0,FlightAware ADS-B (VIE / LOWW),Arrivals,AUA375,2025-03-24 19:37:57,28228.0,0.39917893335305865
3396,61479,Mon 12:57:59 PM,48.3381,16.2264,↖ 316°,285.0,328.0,"11,925",1450.0,FlightAware ADS-B (BTS / LZIB),Arrivals,AUA375,2025-03-24 19:37:57,29678.0,0.41258599008802427
3397,61480,Mon 12:58:29 PM,48.3669,16.1847,↖ 316°,294.0,338.0,"12,925",2100.0,FlightAware ADS-B (LKKA),Arrivals,AUA375,2025-03-24 19:37:57,31778.0,0.4320031067386641
3398,61481,Mon 12:58:59 PM,48.3972,16.1409,↖ 316°,298.0,343.0,"14,025",2121.0,FlightAware ADS-B (BRQ / LKTB),Arrivals,AUA375,2025-03-24 19:37:57,33899.0,0.4516143945558103
3399,61482,Mon 12:59:39 PM,48.4371,16.0823,← 313°,304.0,350.0,"15,400",1992.0,FlightAware ADS-B (BTS / LZIB),Arrivals,AUA375,2025-03-24 19:37:57,35891.0,0.47003291663584584
3400,61483,Mon 01:00:00 PM,48.4549,16.0494,← 306°,308.0,354.0,"16,050",2067.0,FlightAware ADS-B (LKMB),Arrivals,AUA375,2025-03-24 19:37:57,37958.0,0.48914490716768994
3401,61484,Mon 01:00:24 PM,48.4756,16.0062,← 306°,307.0,353.0,"16,950",2083.0,FlightAware ADS-B (OSR / LKMT),Arrivals,AUA375,2025-03-24 19:37:57,40041.0,0.5084048376359198
3402,61485,Mon 01:00:54 PM,48.5008,15.9539,← 306°,311.0,358.0,"17,925",1859.0,FlightAware ADS-B (LKKO),Arrivals,AUA375,2025-03-24 19:37:57,41900.0,0.5255936089947482
3403,61486,Mon 01:01:10 PM,48.5139,15.9266,← 306°,314.0,361.0,"18,375",1950.0,FlightAware ADS-B (LZTN),Arrivals,AUA375,2025-03-24 19:37:57,43850.0,0.5436237887417709
3404,61487,Mon 01:01:34 PM,48.5341,15.8845,← 306°,316.0,364.0,"19,225",2233.0,FlightAware ADS-B (LOAK),Arrivals,AUA375,2025-03-24 19:37:57,46083.0,0.5642706561136178
3405,61488,Mon 01:01:55 PM,48.5525,15.8462,← 306°,320.0,368.0,"20,050",2100.0,FlightAware ADS-B (PED / LKPD),Arrivals,AUA375,2025-03-24 19:37:57,48183.0,0.5836877727642578
3406,61489,Mon 01:02:14 PM,48.5687,15.8124,← 306°,325.0,374.0,"20,625",1885.0,FlightAware ADS-B (OSR / LKMT),Arrivals,AUA375,2025-03-24 19:37:57,50068.0,0.601116946519713
3407,61490,Mon 01:02:34 PM,48.5862,15.7758,← 306°,330.0,380.0,"21,275",1875.0,FlightAware ADS-B (KTW / EPKT),Arrivals,AUA375,2025-03-24 19:37:57,51943.0,0.6184536578149271
3408,61491,Mon 01:02:54 PM,48.6035,15.7397,← 307°,334.0,384.0,"21,875",1964.0,FlightAware ADS-B (LKCS),Arrivals,AUA375,2025-03-24 19:37:57,53907.0,0.6366132850062874
3409,61492,Mon 01:03:29 PM,48.6375,15.6685,← 306°,341.0,392.0,"23,075",1933.0,FlightAware ADS-B (LKZN),Arrivals,AUA375,2025-03-24 19:37:57,55840.0,0.6544862785709002
3410,61493,Mon 01:03:46 PM,48.6508,15.6406,← 307°,343.0,395.0,"23,550",1784.0,FlightAware ADS-B (LOXN),Arrivals,AUA375,2025-03-24 19:37:57,57624.0,0.67098158147792
3411,61494,Mon 01:04:27 PM,48.6906,15.5569,← 306°,351.0,404.0,"24,800",1765.0,FlightAware ADS-B (LKHK),Arrivals,AUA375,2025-03-24 19:37:57,59389.0,0.6873012057104816
3412,61495,Mon 01:04:54 PM,48.7149,15.5058,← 307°,354.0,407.0,"25,550",1684.0,FlightAware ADS-B (LKCS),Arrivals,AUA375,2025-03-24 19:37:57,61073.0,0.7028718840150898
3413,61496,Mon 01:05:24 PM,48.7446,15.4428,← 306°,360.0,414.0,"26,400",1600.0,FlightAware ADS-B (LKKB),Arrivals,AUA375,2025-03-24 19:37:57,62673.0,0.7176658776536726
3414,61497,Mon 01:05:54 PM,48.7742,15.3802,← 306°,365.0,420.0,"27,150",1393.0,FlightAware ADS-B (LZTR),Arrivals,AUA375,2025-03-24 19:37:57,64066.0,0.7305458983652637
3415,61498,Mon 01:06:20 PM,48.799,15.3276,← 306°,370.0,426.0,"27,700",1286.0,FlightAware ADS-B (BRQ / LKTB),Arrivals,AUA375,2025-03-24 19:37:57,65352.0,0.7424365707522745
3416,61499,Mon 01:06:50 PM,48.8302,15.2612,← 305°,377.0,434.0,"28,350",1275.0,FlightAware ADS-B (KTW / EPKT),Arrivals,AUA375,2025-03-24 19:37:57,66627.0,0.7542255344330202
3417,61500,Mon 01:07:20 PM,48.8606,15.1964,← 305°,382.0,440.0,"28,975",1265.0,FlightAware ADS-B (LKTC),Arrivals,AUA375,2025-03-24 19:37:57,67892.0,0.7659220356535247
3418,61501,Mon 01:07:41 PM,48.8809,15.153,← 307°,382.0,440.0,"29,425",992.0,FlightAware ADS-B (LOXN),Arrivals,AUA375,2025-03-24 19:37:57,68884.0,0.775094311709446
3419,61502,Mon 01:08:22 PM,48.9259,15.064,← 309°,395.0,455.0,"30,000",824.0,FlightAware ADS-B (PRV / LKPO),Arrivals,AUA375,2025-03-24 19:37:57,69708.0,0.7827132184333161
3420,61503,Mon 01:08:52 PM,48.9609,14.9987,← 309°,403.0,464.0,"30,400",1225.0,FlightAware ADS-B (LEJ / EDDP),Arrivals,AUA375,2025-03-24 19:37:57,70933.0,0.794039869812856
3421,61504,Mon 01:09:22 PM,48.9965,14.9322,← 309°,398.0,458.0,"31,225",1200.0,FlightAware ADS-B (RBM / EDMS),Arrivals,AUA375,2025-03-24 19:37:57,72133.0,0.8051353650417931
3422,61505,Mon 01:09:52 PM,49.0311,14.867,← 309°,404.0,465.0,"31,600",763.0,FlightAware ADS-B (MUC / EDDM),Arrivals,AUA375,2025-03-24 19:37:57,72896.0,0.8121902507581922
3423,61506,Mon 01:10:21 PM,49.0648,14.8034,← 310°,408.0,470.0,"31,975",814.0,FlightAware ADS-B (LKCS),Arrivals,AUA375,2025-03-24 19:37:57,73710.0,0.8197166950218211
3424,61507,Mon 01:10:51 PM,49.1013,14.7346,← 309°,412.0,474.0,"32,400",810.0,FlightAware ADS-B (LKDK),Arrivals,AUA375,2025-03-24 19:37:57,74520.0,0.8272061543013537
3425,61508,Mon 01:11:11 PM,49.1241,14.6913,← 309°,413.0,475.0,"32,650",810.0,FlightAware ADS-B (LKKO),Arrivals,AUA375,2025-03-24 19:37:57,75330.0,0.8346956135808862
3426,61509,Mon 01:11:41 PM,49.1613,14.6206,← 309°,417.0,480.0,"33,075",782.0,FlightAware ADS-B (LEJ / EDDP),Arrivals,AUA375,2025-03-24 19:37:57,76112.0,0.8419261779717435
3427,61510,Mon 01:12:22 PM,49.2105,14.5269,← 310°,419.0,482.0,"33,575",761.0,FlightAware ADS-B (LKCS),Arrivals,AUA375,2025-03-24 19:37:57,76873.0,0.8489625711960944
3428,61511,Mon 01:12:52 PM,49.2461,14.459,← 309°,421.0,484.0,"33,975",472.0,FlightAware ADS-B (PRV / LKPO),Arrivals,AUA375,2025-03-24 19:37:57,77345.0,0.8533267993194763
3429,61512,Mon 01:13:16 PM,49.2766,14.4007,← 309°,430.0,495.0,"34,000",26.0,FlightAware ADS-B (LKCS),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3430,61513,Mon 01:13:49 PM,49.3177,14.3218,← 309°,442.0,509.0,"34,000",0.0,FlightAware ADS-B (OSR / LKMT),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3431,61514,Mon 01:14:16 PM,49.3528,14.2542,← 309°,450.0,518.0,"34,000",0.0,FlightAware ADS-B (LKCS),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3432,61515,Mon 01:14:46 PM,49.3901,14.1822,← 308°,451.0,519.0,"34,000",0.0,FlightAware ADS-B (EDAJ),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3433,61516,Mon 01:15:16 PM,49.4304,14.1044,← 308°,449.0,517.0,"34,000",0.0,FlightAware ADS-B (LKMH),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3434,61517,Mon 01:15:46 PM,49.468,14.0316,← 308°,449.0,517.0,"34,000",0.0,FlightAware ADS-B (LKKL),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3435,61518,Mon 01:16:16 PM,49.5064,13.9568,← 308°,453.0,521.0,"34,000",0.0,FlightAware ADS-B (LKLN),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3436,61519,Mon 01:16:46 PM,49.5468,13.878,← 308°,453.0,521.0,"34,000",0.0,FlightAware ADS-B (PED / LKPD),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3437,61520,Mon 01:17:16 PM,49.5852,13.8028,← 308°,455.0,524.0,"34,000",0.0,FlightAware ADS-B (LKJI),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3438,61521,Mon 01:17:46 PM,49.6235,13.7276,← 308°,455.0,524.0,"34,000",0.0,FlightAware ADS-B (LKLN),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3439,61522,Mon 01:18:16 PM,49.6617,13.6523,← 308°,454.0,522.0,"34,000",0.0,FlightAware ADS-B (LKPL),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3440,61523,Mon 01:18:46 PM,49.7012,13.5743,← 308°,453.0,521.0,"34,000",0.0,FlightAware ADS-B (PRG / LKPR),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3441,61524,Mon 01:19:16 PM,49.7396,13.4982,← 308°,452.0,520.0,"34,000",0.0,FlightAware ADS-B (MUC / EDDM),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3442,61525,Mon 01:19:46 PM,49.7795,13.4192,← 308°,453.0,521.0,"34,000",0.0,FlightAware ADS-B (LKVO),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3443,61526,Mon 01:20:16 PM,49.8171,13.3441,← 308°,453.0,521.0,"34,000",0.0,FlightAware ADS-B (LKVO),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3444,61527,Mon 01:20:46 PM,49.8554,13.2678,← 308°,450.0,518.0,"34,000",0.0,FlightAware ADS-B (ETSA),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3445,61528,Mon 01:21:16 PM,49.893,13.1924,← 308°,453.0,521.0,"34,000",0.0,FlightAware ADS-B (PED / LKPD),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3446,61529,Mon 01:21:46 PM,49.9328,13.1125,← 308°,456.0,525.0,"34,000",0.0,FlightAware ADS-B (LKKO),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3447,61530,Mon 01:22:16 PM,49.9703,13.0367,← 308°,455.0,524.0,"34,000",0.0,FlightAware ADS-B (LKMB),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3448,61531,Mon 01:22:46 PM,50.0079,12.9609,← 308°,454.0,522.0,"34,000",0.0,FlightAware ADS-B (LKMB),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3449,61532,Mon 01:23:16 PM,50.0463,12.883,← 307°,453.0,521.0,"34,000",0.0,FlightAware ADS-B (LKMB),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3450,61533,Mon 01:23:46 PM,50.0842,12.8059,← 307°,453.0,521.0,"34,000",0.0,FlightAware ADS-B (LKMH),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3451,61534,Mon 01:24:16 PM,50.1225,12.7278,← 307°,454.0,522.0,"34,000",0.0,FlightAware ADS-B (LKKB),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3452,61535,Mon 01:24:46 PM,50.1616,12.6479,← 307°,453.0,521.0,"34,000",0.0,FlightAware ADS-B (LEJ / EDDP),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3453,61536,Mon 01:25:16 PM,50.199,12.5713,← 307°,452.0,520.0,"34,000",0.0,FlightAware ADS-B (LKMO),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3454,61537,Mon 01:25:46 PM,50.236,12.4951,← 307°,453.0,521.0,"34,000",0.0,FlightAware ADS-B (PRG / LKPR),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3455,61538,Mon 01:26:16 PM,50.2749,12.4148,← 307°,454.0,522.0,"34,000",0.0,FlightAware ADS-B (HOQ / EDQM),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3456,61539,Mon 01:26:46 PM,50.3115,12.3397,← 308°,450.0,518.0,"34,000",0.0,FlightAware ADS-B (BWE / EDVE),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3457,61540,Mon 01:27:10 PM,50.3407,12.2801,← 308°,450.0,518.0,"34,000",0.0,FlightAware ADS-B (EDMQ),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3458,61541,Mon 01:27:40 PM,50.3797,12.2003,← 307°,450.0,518.0,"34,000",0.0,FlightAware ADS-B (AOC / EDAC),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3459,61542,Mon 01:28:10 PM,50.4186,12.1207,← 307°,450.0,518.0,"34,000",0.0,FlightAware ADS-B (EDEN),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3460,61543,Mon 01:28:40 PM,50.455,12.0456,← 307°,444.0,511.0,"34,000",0.0,FlightAware ADS-B (MUC / EDDM),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3461,61544,Mon 01:29:10 PM,50.493,11.9672,← 307°,445.0,512.0,"34,000",0.0,FlightAware ADS-B (LKLN),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3462,61545,Mon 01:29:40 PM,50.5295,11.8917,← 307°,446.0,513.0,"34,000",0.0,FlightAware ADS-B (EDCI),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3463,61546,Mon 01:30:10 PM,50.5668,11.8142,← 307°,446.0,513.0,"34,000",0.0,FlightAware ADS-B (EDAQ),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3464,61547,Mon 01:30:40 PM,50.6044,11.7359,← 307°,444.0,511.0,"34,000",0.0,FlightAware ADS-B (AOC / EDAC),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3465,61548,Mon 01:31:10 PM,50.6406,11.6604,← 307°,443.0,510.0,"34,000",0.0,FlightAware ADS-B (EDFS),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3466,61549,Mon 01:31:40 PM,50.6782,11.5816,← 307°,443.0,510.0,"34,000",0.0,FlightAware ADS-B (DRS / EDDC),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3467,61550,Mon 01:32:10 PM,50.7152,11.5037,← 307°,444.0,511.0,"34,000",0.0,FlightAware ADS-B (LEJ / EDDP),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3468,61551,Mon 01:32:40 PM,50.7522,11.4253,← 305°,445.0,512.0,"34,000",0.0,FlightAware ADS-B (MGL / EDLN),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3469,61552,Mon 01:33:02 PM,50.777,11.3651,← 302°,446.0,513.0,"34,000",0.0,FlightAware ADS-B (ETHE),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3470,61553,Mon 01:33:46 PM,50.8203,11.2448,← 299°,450.0,518.0,"34,000",0.0,FlightAware ADS-B (EDAM),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3471,61554,Mon 01:34:16 PM,50.8523,11.1545,← 299°,450.0,518.0,"34,000",0.0,FlightAware ADS-B (ERF / EDDE),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3472,61555,Mon 01:34:46 PM,50.8821,11.0704,← 299°,451.0,519.0,"34,000",0.0,FlightAware ADS-B (BER / EDDB),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3473,61556,Mon 01:35:16 PM,50.9121,10.9853,← 299°,454.0,522.0,"34,000",0.0,FlightAware ADS-B (LKKB),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3474,61557,Mon 01:35:46 PM,50.9438,10.8949,← 299°,456.0,525.0,"34,000",0.0,FlightAware ADS-B (FRA / EDDF),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3475,61558,Mon 01:36:16 PM,50.9734,10.8105,← 299°,459.0,528.0,"34,000",0.0,FlightAware ADS-B (FMO / EDDG),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3476,61559,Mon 01:36:39 PM,50.9974,10.742,← 300°,456.0,525.0,"34,000",0.0,FlightAware ADS-B (BER / EDDB),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3477,61560,Mon 01:37:09 PM,51.027,10.6567,← 299°,454.0,522.0,"34,000",0.0,FlightAware ADS-B (HAJ / EDDV),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3478,61561,Mon 01:37:39 PM,51.0578,10.5681,← 299°,455.0,524.0,"34,000",0.0,FlightAware ADS-B (NUE / EDDN),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3479,61562,Mon 01:38:09 PM,51.0887,10.4784,← 299°,457.0,526.0,"34,000",0.0,FlightAware ADS-B (NUE / EDDN),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3480,61563,Mon 01:38:39 PM,51.1186,10.3918,← 299°,456.0,525.0,"34,000",0.0,FlightAware ADS-B (SGE / EDGS),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3481,61564,Mon 01:39:09 PM,51.1489,10.3034,← 299°,454.0,522.0,"34,000",0.0,FlightAware ADS-B (EDFD),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3482,61565,Mon 01:39:39 PM,51.1794,10.2144,← 298°,454.0,522.0,"34,000",0.0,FlightAware ADS-B (NUE / EDDN),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3483,61566,Mon 01:40:09 PM,51.2094,10.1263,← 299°,455.0,524.0,"34,000",0.0,FlightAware ADS-B (EDXI),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3484,61567,Mon 01:40:39 PM,51.2389,10.0395,← 298°,458.0,527.0,"34,000",0.0,FlightAware ADS-B (BWE / EDVE),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3485,61568,Mon 01:41:09 PM,51.2691,9.9502,← 298°,460.0,529.0,"34,000",0.0,FlightAware ADS-B (EDRK),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3486,61569,Mon 01:41:39 PM,51.299,9.8616,← 298°,462.0,532.0,"34,000",0.0,FlightAware ADS-B (FNB / EDBN),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3487,61570,Mon 01:42:09 PM,51.33,9.7693,← 298°,463.0,533.0,"34,000",0.0,FlightAware ADS-B (BWE / EDVE),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3488,61571,Mon 01:42:39 PM,51.3609,9.677,← 298°,466.0,536.0,"34,000",0.0,FlightAware ADS-B (KSF / EDVK),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3489,61572,Mon 01:43:09 PM,51.3903,9.589,← 298°,468.0,539.0,"34,000",0.0,FlightAware ADS-B (HAJ / EDDV),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3490,61573,Mon 01:43:39 PM,51.4221,9.4931,← 298°,468.0,539.0,"34,000",0.0,FlightAware ADS-B (BRE / EDDW),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3491,61574,Mon 01:44:09 PM,51.4516,9.4041,← 298°,471.0,542.0,"34,000",0.0,FlightAware ADS-B (BWE / EDVE),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3492,61575,Mon 01:44:39 PM,51.4813,9.3141,← 298°,468.0,539.0,"34,000",0.0,FlightAware ADS-B (HAM / EDDH),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3493,61576,Mon 01:45:00 PM,51.5043,9.244,← 298°,467.0,537.0,"34,000",0.0,FlightAware ADS-B (CGN / EDDK),Arrivals,AUA375,2025-03-24 19:37:57,77371.0,0.8535672017161032
3494,61577,Mon 01:45:23 PM,51.527,9.1748,← 299°,466.0,536.0,"34,000",-28.0,FlightAware ADS-B (DUS / EDDL),Arrivals,AUA375,2025-03-24 19:37:57,77343.0,0.8533083068274281
3495,61578,Mon 01:45:53 PM,51.556,9.0861,← 298°,450.0,518.0,"33,975",0.0,FlightAware ADS-B (KSF / EDVK),Arrivals,AUA375,2025-03-24 19:37:57,77343.0,0.8533083068274281
3496,61579,Mon 01:46:33 PM,51.593,8.9723,← 298°,443.0,510.0,"34,000",21.0,FlightAware ADS-B (EDRK),Arrivals,AUA375,2025-03-24 19:37:57,77364.0,0.8535024779939344
3497,61580,Mon 01:47:03 PM,51.622,8.8831,← 298°,441.0,507.0,"34,000",0.0,FlightAware ADS-B (EDLA),Arrivals,AUA375,2025-03-24 19:37:57,77364.0,0.8535024779939344
3498,61581,Mon 01:47:33 PM,51.6504,8.7951,← 297°,441.0,507.0,"34,000",0.0,FlightAware ADS-B (EDRK),Arrivals,AUA375,2025-03-24 19:37:57,77364.0,0.8535024779939344
3499,61582,Mon 01:47:59 PM,51.6747,8.7197,← 297°,444.0,511.0,"34,000",0.0,FlightAware ADS-B (CGN / EDDK),Arrivals,AUA375,2025-03-24 19:37:57,77364.0,0.8535024779939344
3500,61583,Mon 01:48:29 PM,51.7034,8.6306,← 297°,445.0,512.0,"34,000",0.0,FlightAware ADS-B (FMO / EDDG),Arrivals,AUA375,2025-03-24 19:37:57,77364.0,0.8535024779939344
3501,61584,Mon 01:48:59 PM,51.7319,8.5412,← 297°,446.0,513.0,"34,000",0.0,FlightAware ADS-B (FMO / EDDG),Arrivals,AUA375,2025-03-24 19:37:57,77364.0,0.8535024779939344
3502,61585,Mon 01:49:29 PM,51.7602,8.4525,← 297°,447.0,514.0,"34,000",0.0,FlightAware ADS-B (FMO / EDDG),Arrivals,AUA375,2025-03-24 19:37:57,77364.0,0.8535024779939344
3503,61586,Mon 01:49:59 PM,51.7875,8.3664,← 297°,449.0,517.0,"34,000",0.0,FlightAware ADS-B (BWE / EDVE),Arrivals,AUA375,2025-03-24 19:37:57,77364.0,0.8535024779939344
3504,61587,Mon 01:50:29 PM,51.8165,8.2745,← 297°,449.0,517.0,"34,000",0.0,FlightAware ADS-B (EDKB),Arrivals,AUA375,2025-03-24 19:37:57,77364.0,0.8535024779939344
3505,61588,Mon 01:50:59 PM,51.8438,8.1881,← 297°,450.0,518.0,"34,000",0.0,FlightAware ADS-B (CGN / EDDK),Arrivals,AUA375,2025-03-24 19:37:57,77364.0,0.8535024779939344
