,lastUpdatedAt,actualLandingTime,aircraftRegistration,estimatedLandingTime,expectedTimeOnBelt,flightDirection,flightName,flightNumber,gate,pier,id,isOperationalFlight,mainFlight,prefixIATA,prefixICAO,airlineCode,scheduleDateTime,scheduleDate,scheduleTime,serviceType,terminal,schemaVersion,aircraftType.iataMain,aircraftType.iataSub,baggageClaim.belts,codeshares.codeshares,publicFlightState.flightStates,route.destinations,route.eu,route.visa,actualOffBlockTime,expectedSecurityFilter,checkinAllocations.checkinAllocations,publicEstimatedOffBlockTime,expectedTimeBoarding,expectedTimeGateClosing,expectedTimeGateOpen,transferPositions.transferPositions,Luchthaven,Stad,Land,Continent,TypeVliegtuig,ModelVliegtuig
210,2025-03-25T07:44:24.909+01:00,,PHAXA,,,D,KQ1223,1223,D82,D,141995495996417051,True,KL1403,KQ,KQA,208.0,2025-03-25T07:20:00.000+01:00,2025-03-25,07:20:00,J,1.0,4,32S,32Q,,"['AF5473', 'DL9206', 'GA9240', 'KQ1223', 'MK7591']",['DEP'],CDG,S,False,2025-03-25T07:31:45.000+01:00,VF1,"[{'endTime': '2025-03-25T06:40:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",,2025-03-25T06:50:00.000+01:00,2025-03-25T07:05:00.000+01:00,2025-03-25T06:20:00.000+01:00,,Charles de Gaulle,Parijs,Frankrijk,Europa,32S-32Q,Airbus A-321neo
211,2025-03-25T07:44:24.909+01:00,,PHAXA,,,D,MK7591,7591,D82,D,141995496251919511,True,KL1403,MK,MAU,2867.0,2025-03-25T07:20:00.000+01:00,2025-03-25,07:20:00,J,1.0,4,32S,32Q,,"['AF5473', 'DL9206', 'GA9240', 'KQ1223', 'MK7591']",['DEP'],CDG,S,False,2025-03-25T07:31:45.000+01:00,VF1,"[{'endTime': '2025-03-25T06:40:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T04:30:00.000+01:00'}]",,2025-03-25T06:50:00.000+01:00,2025-03-25T07:05:00.000+01:00,2025-03-25T06:20:00.000+01:00,,Charles de Gaulle,Parijs,Frankrijk,Europa,32S-32Q,Airbus A-321neo
382,2025-03-25T09:31:30.355+01:00,2025-03-25T07:47:47.000+01:00,FHZUM,2025-03-25T07:47:15.000+01:00,2025-03-25T08:58:43.771+01:00,A,AF1436,1436,C11,C,141995494568311924,True,AF1436,AF,AFR,80.0,2025-03-25T08:00:00.000+01:00,2025-03-25,08:00:00,J,2.0,4,220,223,['10'],['KL2435'],"['ARR', 'EXP']",CDG,S,False,,,,,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
383,2025-03-25T09:31:30.355+01:00,2025-03-25T07:47:47.000+01:00,FHZUM,2025-03-25T07:47:15.000+01:00,2025-03-25T08:58:43.771+01:00,A,KL2435,2435,C11,C,141995495977782300,True,AF1436,KL,KLM,100.0,2025-03-25T08:00:00.000+01:00,2025-03-25,08:00:00,J,2.0,4,220,223,['10'],['KL2435'],"['ARR', 'EXP']",CDG,S,False,,,,,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
619,2025-03-25T10:02:34.270+01:00,2025-03-25T08:17:46.000+01:00,FHZUN,2025-03-25T08:17:58.000+01:00,2025-03-25T09:23:21.365+01:00,A,AF1240,1240,C5,C,141995494568306510,True,AF1240,AF,AFR,80.0,2025-03-25T08:35:00.000+01:00,2025-03-25,08:35:00,J,2.0,4,220,223,['13'],"['AM5827', 'CI9290', 'DL8400', 'GA9557', 'G35024', 'KL2002', 'MK9390', 'UU8240']","['ARR', 'EXP']",CDG,S,False,,,,,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
620,2025-03-25T10:02:34.270+01:00,2025-03-25T08:17:46.000+01:00,FHZUN,2025-03-25T08:17:58.000+01:00,2025-03-25T09:23:21.365+01:00,A,AM5827,5827,C5,C,141995494594966282,True,AF1240,AM,AMX,794.0,2025-03-25T08:35:00.000+01:00,2025-03-25,08:35:00,J,2.0,4,220,223,['13'],"['AM5827', 'CI9290', 'DL8400', 'GA9557', 'G35024', 'KL2002', 'MK9390', 'UU8240']","['ARR', 'EXP']",CDG,S,False,,,,,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
621,2025-03-25T10:02:34.270+01:00,2025-03-25T08:17:46.000+01:00,FHZUN,2025-03-25T08:17:58.000+01:00,2025-03-25T09:23:21.365+01:00,A,CI9290,9290,C5,C,141995494857738122,True,AF1240,CI,CAL,44.0,2025-03-25T08:35:00.000+01:00,2025-03-25,08:35:00,J,2.0,4,220,223,['13'],"['AM5827', 'CI9290', 'DL8400', 'GA9557', 'G35024', 'KL2002', 'MK9390', 'UU8240']","['ARR', 'EXP']",CDG,S,False,,,,,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
622,2025-03-25T10:02:34.270+01:00,2025-03-25T08:17:46.000+01:00,FHZUN,2025-03-25T08:17:58.000+01:00,2025-03-25T09:23:21.365+01:00,A,DL8400,8400,C5,C,141995495007574506,True,AF1240,DL,DAL,58.0,2025-03-25T08:35:00.000+01:00,2025-03-25,08:35:00,J,2.0,4,220,223,['13'],"['AM5827', 'CI9290', 'DL8400', 'GA9557', 'G35024', 'KL2002', 'MK9390', 'UU8240']","['ARR', 'EXP']",CDG,S,False,,,,,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
623,2025-03-25T10:02:34.270+01:00,2025-03-25T08:17:46.000+01:00,FHZUN,2025-03-25T08:17:58.000+01:00,2025-03-25T09:23:21.365+01:00,A,GA9557,9557,C5,C,141995495382511134,True,AF1240,GA,GIA,85.0,2025-03-25T08:35:00.000+01:00,2025-03-25,08:35:00,J,2.0,4,220,223,['13'],"['AM5827', 'CI9290', 'DL8400', 'GA9557', 'G35024', 'KL2002', 'MK9390', 'UU8240']","['ARR', 'EXP']",CDG,S,False,,,,,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
624,2025-03-25T10:02:34.270+01:00,2025-03-25T08:17:46.000+01:00,FHZUN,2025-03-25T08:17:58.000+01:00,2025-03-25T09:23:21.365+01:00,A,G35024,5024,C5,C,141995495490793330,True,AF1240,G3,GLO,4918.0,2025-03-25T08:35:00.000+01:00,2025-03-25,08:35:00,J,2.0,4,220,223,['13'],"['AM5827', 'CI9290', 'DL8400', 'GA9557', 'G35024', 'KL2002', 'MK9390', 'UU8240']","['ARR', 'EXP']",CDG,S,False,,,,,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
625,2025-03-25T10:02:34.270+01:00,2025-03-25T08:17:46.000+01:00,FHZUN,2025-03-25T08:17:58.000+01:00,2025-03-25T09:23:21.365+01:00,A,KL2002,2002,C5,C,141995495977771120,True,AF1240,KL,KLM,100.0,2025-03-25T08:35:00.000+01:00,2025-03-25,08:35:00,J,2.0,4,220,223,['13'],"['AM5827', 'CI9290', 'DL8400', 'GA9557', 'G35024', 'KL2002', 'MK9390', 'UU8240']","['ARR', 'EXP']",CDG,S,False,,,,,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
626,2025-03-25T10:02:34.270+01:00,2025-03-25T08:17:46.000+01:00,FHZUN,2025-03-25T08:17:58.000+01:00,2025-03-25T09:23:21.365+01:00,A,MK9390,9390,C5,C,141995496252116644,True,AF1240,MK,MAU,2867.0,2025-03-25T08:35:00.000+01:00,2025-03-25,08:35:00,J,2.0,4,220,223,['13'],"['AM5827', 'CI9290', 'DL8400', 'GA9557', 'G35024', 'KL2002', 'MK9390', 'UU8240']","['ARR', 'EXP']",CDG,S,False,,,,,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
627,2025-03-25T10:02:34.270+01:00,2025-03-25T08:17:46.000+01:00,FHZUN,2025-03-25T08:17:58.000+01:00,2025-03-25T09:23:21.365+01:00,A,UU8240,8240,C5,C,141995497398998762,True,AF1240,UU,REU,3615.0,2025-03-25T08:35:00.000+01:00,2025-03-25,08:35:00,J,2.0,4,220,223,['13'],"['AM5827', 'CI9290', 'DL8400', 'GA9557', 'G35024', 'KL2002', 'MK9390', 'UU8240']","['ARR', 'EXP']",CDG,S,False,,,,,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
781,2025-03-25T09:15:22.015+01:00,,FHZUM,,,D,MU1884,1884,C11,C,141995496288803041,True,AF1437,MU,CES,1294.0,2025-03-25T08:55:00.000+01:00,2025-03-25,08:55:00,J,1.0,4,220,223,,"['AM6189', 'DL8727', 'KL2252', 'MU1884']",['DEP'],CDG,S,False,2025-03-25T09:02:52.000+01:00,VF1,"[{'endTime': '2025-03-25T08:15:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T05:55:00.000+01:00'}]",2025-03-25T09:00:00.000+01:00,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
782,2025-03-25T09:15:22.015+01:00,,FHZUM,,,D,AF1437,1437,C11,C,141995494568311927,True,AF1437,AF,AFR,80.0,2025-03-25T08:55:00.000+01:00,2025-03-25,08:55:00,J,1.0,4,220,223,,"['AM6189', 'DL8727', 'KL2252', 'MU1884']",['DEP'],CDG,S,False,2025-03-25T09:02:52.000+01:00,VF1,"[{'endTime': '2025-03-25T08:15:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T05:55:00.000+01:00'}]",2025-03-25T09:00:00.000+01:00,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
783,2025-03-25T09:15:22.015+01:00,,FHZUM,,,D,AM6189,6189,C11,C,141995494595048871,True,AF1437,AM,AMX,794.0,2025-03-25T08:55:00.000+01:00,2025-03-25,08:55:00,J,1.0,4,220,223,,"['AM6189', 'DL8727', 'KL2252', 'MU1884']",['DEP'],CDG,S,False,2025-03-25T09:02:52.000+01:00,VF1,"[{'endTime': '2025-03-25T08:15:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T05:55:00.000+01:00'}]",2025-03-25T09:00:00.000+01:00,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
784,2025-03-25T09:15:22.015+01:00,,FHZUM,,,D,DL8727,8727,C11,C,141995495007582883,True,AF1437,DL,DAL,58.0,2025-03-25T08:55:00.000+01:00,2025-03-25,08:55:00,J,1.0,4,220,223,,"['AM6189', 'DL8727', 'KL2252', 'MU1884']",['DEP'],CDG,S,False,2025-03-25T09:02:52.000+01:00,VF1,"[{'endTime': '2025-03-25T08:15:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T05:55:00.000+01:00'}]",2025-03-25T09:00:00.000+01:00,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
785,2025-03-25T09:15:22.015+01:00,,FHZUM,,,D,KL2252,2252,C11,C,141995495977776967,True,AF1437,KL,KLM,100.0,2025-03-25T08:55:00.000+01:00,2025-03-25,08:55:00,J,1.0,4,220,223,,"['AM6189', 'DL8727', 'KL2252', 'MU1884']",['DEP'],CDG,S,False,2025-03-25T09:02:52.000+01:00,VF1,"[{'endTime': '2025-03-25T08:15:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T05:55:00.000+01:00'}]",2025-03-25T09:00:00.000+01:00,,,,,Charles de Gaulle,Parijs,Frankrijk,Europa,220-223,Airbus A220-300
826,2025-03-25T10:30:52.264+01:00,2025-03-25T09:00:28.000+01:00,PHEZW,2025-03-25T09:00:28.000+01:00,2025-03-25T10:05:48.482+01:00,A,DL9464,9464,A4,A,141995495007676264,True,KL1702,DL,DAL,58.0,2025-03-25T09:00:00.000+01:00,2025-03-25,09:00:00,J,2.0,4,EMJ,E90,['10'],"['AM6374', 'DL9464', 'GA9243', 'KQ1722', 'MF9354', 'MH5658', 'MU1834']",['ARR'],BRU,S,False,,,,,,,,,Brussels,Brussel,België,Europa,EMJ-E90,Embraer-E90
827,2025-03-25T10:30:52.264+01:00,2025-03-25T09:00:28.000+01:00,PHEZW,2025-03-25T09:00:28.000+01:00,2025-03-25T10:05:48.482+01:00,A,GA9243,9243,A4,A,141995495382502838,True,KL1702,GA,GIA,85.0,2025-03-25T09:00:00.000+01:00,2025-03-25,09:00:00,J,2.0,4,EMJ,E90,['10'],"['AM6374', 'DL9464', 'GA9243', 'KQ1722', 'MF9354', 'MH5658', 'MU1834']",['ARR'],BRU,S,False,,,,,,,,,Brussels,Brussel,België,Europa,EMJ-E90,Embraer-E90
828,2025-03-25T10:30:52.264+01:00,2025-03-25T09:00:28.000+01:00,PHEZW,2025-03-25T09:00:28.000+01:00,2025-03-25T10:05:48.482+01:00,A,KQ1722,1722,A4,A,141995495996430738,True,KL1702,KQ,KQA,208.0,2025-03-25T09:00:00.000+01:00,2025-03-25,09:00:00,J,2.0,4,EMJ,E90,['10'],"['AM6374', 'DL9464', 'GA9243', 'KQ1722', 'MF9354', 'MH5658', 'MU1834']",['ARR'],BRU,S,False,,,,,,,,,Brussels,Brussel,België,Europa,EMJ-E90,Embraer-E90
829,2025-03-25T10:30:52.264+01:00,2025-03-25T09:00:28.000+01:00,PHEZW,2025-03-25T09:00:28.000+01:00,2025-03-25T10:05:48.482+01:00,A,MF9354,9354,A4,A,141995496233374746,True,KL1702,MF,CXA,1551.0,2025-03-25T09:00:00.000+01:00,2025-03-25,09:00:00,J,2.0,4,EMJ,E90,['10'],"['AM6374', 'DL9464', 'GA9243', 'KQ1722', 'MF9354', 'MH5658', 'MU1834']",['ARR'],BRU,S,False,,,,,,,,,Brussels,Brussel,België,Europa,EMJ-E90,Embraer-E90
830,2025-03-25T10:30:52.264+01:00,2025-03-25T09:00:28.000+01:00,PHEZW,2025-03-25T09:00:28.000+01:00,2025-03-25T10:05:48.482+01:00,A,MH5658,5658,A4,A,141995496240474388,True,KL1702,MH,MAS,5065.0,2025-03-25T09:00:00.000+01:00,2025-03-25,09:00:00,J,2.0,4,EMJ,E90,['10'],"['AM6374', 'DL9464', 'GA9243', 'KQ1722', 'MF9354', 'MH5658', 'MU1834']",['ARR'],BRU,S,False,,,,,,,,,Brussels,Brussel,België,Europa,EMJ-E90,Embraer-E90
831,2025-03-25T10:30:52.264+01:00,2025-03-25T09:00:28.000+01:00,PHEZW,2025-03-25T09:00:28.000+01:00,2025-03-25T10:05:48.482+01:00,A,MU1834,1834,A4,A,141995496288802670,True,KL1702,MU,CES,1294.0,2025-03-25T09:00:00.000+01:00,2025-03-25,09:00:00,J,2.0,4,EMJ,E90,['10'],"['AM6374', 'DL9464', 'GA9243', 'KQ1722', 'MF9354', 'MH5658', 'MU1834']",['ARR'],BRU,S,False,,,,,,,,,Brussels,Brussel,België,Europa,EMJ-E90,Embraer-E90
832,2025-03-25T10:30:52.264+01:00,2025-03-25T09:00:28.000+01:00,PHEZW,2025-03-25T09:00:28.000+01:00,2025-03-25T10:05:48.482+01:00,A,KL1702,1702,A4,A,141995495977688980,True,KL1702,KL,KLM,100.0,2025-03-25T09:00:00.000+01:00,2025-03-25,09:00:00,J,2.0,4,EMJ,E90,['10'],"['AM6374', 'DL9464', 'GA9243', 'KQ1722', 'MF9354', 'MH5658', 'MU1834']",['ARR'],BRU,S,False,,,,,,,,,Brussels,Brussel,België,Europa,EMJ-E90,Embraer-E90
833,2025-03-25T10:30:52.264+01:00,2025-03-25T09:00:28.000+01:00,PHEZW,2025-03-25T09:00:28.000+01:00,2025-03-25T10:05:48.482+01:00,A,AM6374,6374,A4,A,141995494595054262,True,KL1702,AM,AMX,794.0,2025-03-25T09:00:00.000+01:00,2025-03-25,09:00:00,J,2.0,4,EMJ,E90,['10'],"['AM6374', 'DL9464', 'GA9243', 'KQ1722', 'MF9354', 'MH5658', 'MU1834']",['ARR'],BRU,S,False,,,,,,,,,Brussels,Brussel,België,Europa,EMJ-E90,Embraer-E90
967,2025-03-25T10:05:07.347+01:00,,PHEZO,,,D,MH5683,5683,B4,B,141995496240474601,True,KL1703,MH,MAS,5065.0,2025-03-25T09:25:00.000+01:00,2025-03-25,09:25:00,J,1.0,4,EMJ,E90,,"['DL9607', 'GA9220', 'KQ1723', 'MF9355', 'MH5683']",['DEP'],BRU,S,False,2025-03-25T09:49:39.000+01:00,VF1,"[{'endTime': '2025-03-25T08:45:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T06:25:00.000+01:00'}]",,2025-03-25T09:00:00.000+01:00,2025-03-25T09:10:00.000+01:00,2025-03-25T08:55:00.000+01:00,,Brussels,Brussel,België,Europa,EMJ-E90,Embraer-E90
968,2025-03-25T10:05:07.347+01:00,,PHEZO,,,D,KL1703,1703,B4,B,141995495977688983,True,KL1703,KL,KLM,100.0,2025-03-25T09:25:00.000+01:00,2025-03-25,09:25:00,J,1.0,4,EMJ,E90,,"['DL9607', 'GA9220', 'KQ1723', 'MF9355', 'MH5683']",['DEP'],BRU,S,False,2025-03-25T09:49:39.000+01:00,VF1,"[{'endTime': '2025-03-25T08:45:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T06:25:00.000+01:00'}]",,2025-03-25T09:00:00.000+01:00,2025-03-25T09:10:00.000+01:00,2025-03-25T08:55:00.000+01:00,,Brussels,Brussel,België,Europa,EMJ-E90,Embraer-E90
969,2025-03-25T10:05:07.347+01:00,,PHEZO,,,D,DL9607,9607,B4,B,141995495007681303,True,KL1703,DL,DAL,58.0,2025-03-25T09:25:00.000+01:00,2025-03-25,09:25:00,J,1.0,4,EMJ,E90,,"['DL9607', 'GA9220', 'KQ1723', 'MF9355', 'MH5683']",['DEP'],BRU,S,False,2025-03-25T09:49:39.000+01:00,VF1,"[{'endTime': '2025-03-25T08:45:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T06:25:00.000+01:00'}]",,2025-03-25T09:00:00.000+01:00,2025-03-25T09:10:00.000+01:00,2025-03-25T08:55:00.000+01:00,,Brussels,Brussel,België,Europa,EMJ-E90,Embraer-E90
970,2025-03-25T10:05:07.347+01:00,,PHEZO,,,D,GA9220,9220,B4,B,141995495382502685,True,KL1703,GA,GIA,85.0,2025-03-25T09:25:00.000+01:00,2025-03-25,09:25:00,J,1.0,4,EMJ,E90,,"['DL9607', 'GA9220', 'KQ1723', 'MF9355', 'MH5683']",['DEP'],BRU,S,False,2025-03-25T09:49:39.000+01:00,VF1,"[{'endTime': '2025-03-25T08:45:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T06:25:00.000+01:00'}]",,2025-03-25T09:00:00.000+01:00,2025-03-25T09:10:00.000+01:00,2025-03-25T08:55:00.000+01:00,,Brussels,Brussel,België,Europa,EMJ-E90,Embraer-E90
971,2025-03-25T10:05:07.347+01:00,,PHEZO,,,D,KQ1723,1723,B4,B,141995495996430741,True,KL1703,KQ,KQA,208.0,2025-03-25T09:25:00.000+01:00,2025-03-25,09:25:00,J,1.0,4,EMJ,E90,,"['DL9607', 'GA9220', 'KQ1723', 'MF9355', 'MH5683']",['DEP'],BRU,S,False,2025-03-25T09:49:39.000+01:00,VF1,"[{'endTime': '2025-03-25T08:45:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T06:25:00.000+01:00'}]",,2025-03-25T09:00:00.000+01:00,2025-03-25T09:10:00.000+01:00,2025-03-25T08:55:00.000+01:00,,Brussels,Brussel,België,Europa,EMJ-E90,Embraer-E90
972,2025-03-25T10:05:07.347+01:00,,PHEZO,,,D,MF9355,9355,B4,B,141995496233374749,True,KL1703,MF,CXA,1551.0,2025-03-25T09:25:00.000+01:00,2025-03-25,09:25:00,J,1.0,4,EMJ,E90,,"['DL9607', 'GA9220', 'KQ1723', 'MF9355', 'MH5683']",['DEP'],BRU,S,False,2025-03-25T09:49:39.000+01:00,VF1,"[{'endTime': '2025-03-25T08:45:00.000+01:00', 'rows': {'rows': [{'position': '6', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '7', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '8', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}]}}]}, 'startTime': '2025-03-25T06:25:00.000+01:00'}]",,2025-03-25T09:00:00.000+01:00,2025-03-25T09:10:00.000+01:00,2025-03-25T08:55:00.000+01:00,,Brussels,Brussel,België,Europa,EMJ-E90,Embraer-E90
